artist,born-died,period,school,url,base,nationality
"ANTOLINEZ, José",(1635-1675),Baroque,painter,https://www.wga.hu/html/a/antoline/jose/index.html,Madrid,Spanish
"ANTOLINI, Giovanni Antonio",(1756-1841),Neoclassicism,architect,https://www.wga.hu/html/a/antolini/index.html,Milan,Italian
"ANTONELLI, Alessandro",(1798-1788),Neoclassicism,architect,https://www.wga.hu/html/a/antonel/index.html,Turin,Italian
ANTONELLO da Messina,(1430-1479),Early Renaissance,painter,https://www.wga.hu/html/a/antonell/index.html,Italy,Italian
ANTONIAZZO ROMANO,(c. 1430-1508/12),Early Renaissance,painter,https://www.wga.hu/html/a/antoniaz/index.html,Rome,Italian
ANTONIO DA ATRI,(c. 1350-1433),Medieval,painter,https://www.wga.hu/html/a/antonio/atri/index.html,Atri,Italian
ANTONIO DA CREVALCORE,(c. 1440-c. 1525),Early Renaissance,painter,https://www.wga.hu/html/a/antonio/crevalco/index.html,Bologna,Italian
ANTONIO DA FABRIANO,(active 1447-1489),Early Renaissance,painter,https://www.wga.hu/html/a/antonio/fabriano/index.html,Italy,Italian
ANTONIO DA FIRENZE,(active first half 15th cent.),Early Renaissance,painter,https://www.wga.hu/html/a/antonio/index.html,Florence,Italian
ANTONIO DA NEGROPONTE,(active 1450-1500),Early Renaissance,painter,https://www.wga.hu/html/a/antonio/negropon/index.html,Venice,Italian
ANTONIO DA TRENTO,(active c. 1527),High Renaissance,graphic,https://www.wga.hu/html/a/antonio/trento/index.html,Bologna,Italian
ANTONIO DI VINCENZO,(c. 1350-c. 1402),Medieval,architect,https://www.wga.hu/html/a/antonio/vincenzo/index.html,Bologna,Italian
ANTONIO VENEZIANO,(active 1369-1419),Medieval,painter,https://www.wga.hu/html/a/antonio/venezian/index.html,Venice,Italian
"ANTROPOV, Aleksey Petrovich",(1716-1795),Rococo,painter,https://www.wga.hu/html/a/antropov/index.html,Russia,Russian
"AOSTALLI, Ulrico",(c. 1525-1597),Northern Renaissance,architect,https://www.wga.hu/html/a/aostalli/index.html,Prague,Italian
APOLLONIO DI GIOVANNI,(c. 1414-1465),Early Renaissance,painter,https://www.wga.hu/html/a/apolloni/index.html,Florence,Italian
"APPIANI, Andrea",(1754-1817),Neoclassicism,painter,https://www.wga.hu/html/a/appiani/index.html,Italy,Italian
"APSHOVEN, Thomas van",(c. 1622-c. 1665),Baroque,painter,https://www.wga.hu/html/a/apshoven/index.html,Antwerp,Flemish
"APT, Ulrich the Elder",(c. 1460-1522),Northern Renaissance,painter,https://www.wga.hu/html/a/apt/index.html,Augsburg,German
"ARALDI, Alessandro",(c. 1460-c. 1530),High Renaissance,painter,https://www.wga.hu/html/a/araldi/index.html,Parma,Italian
ARCANGELO DI JACOPO DEL SELLAIO,(1477/78-1530),High Renaissance,painter,https://www.wga.hu/html/a/arcangel/index.html,Florence,Italian
"ARCIMBOLDO, Giuseppe",(1526-1593),Mannerism,painter,https://www.wga.hu/html/a/arcimbol/index.html,Milan,Italian
"ARELLANO, Juan de",(1614-1676),Baroque,painter,https://www.wga.hu/html/a/arellano/index.html,Madrid,Spanish
"ARENTSZ., Arent",(c. 1585-1631),Baroque,painter,https://www.wga.hu/html/a/arentsz/index.html,Amsterdam,Dutch
"ARFE, Enrique de",(c. 1475-1545),High Renaissance,goldsmith,https://www.wga.hu/html/a/arfe/enrique/index.html,Leön,Spanish
"ARFE, Juan de",(1535-1603),Mannerism,goldsmith,https://www.wga.hu/html/a/arfe/juan/index.html,Seville,Spanish
"ARGUNOV, Ivan Petrovich",(1729-1802),Rococo,painter,https://www.wga.hu/html/a/argunov/index.html,Russia,Russian
"ARKWRIGHT, Richard",(1732-1792),Neoclassicism,architect,https://www.wga.hu/html/a/arkwrigh/index.html,Cromford,English
ARNOLD OF WESTPHALIA,(d. ca. 1480),Medieval,architect,https://www.wga.hu/html/a/arnold/index.html,Saxony,German
"ARNOLDI, Alberto",(active 1351-1364),Medieval,architect,https://www.wga.hu/html/a/arnoldi/index.html,Florence,Italian
ARNOLFO DI CAMBIO,(c. 1245-c. 1310),Medieval,sculptor,https://www.wga.hu/html/a/arnolfo/index.html,Italy,Italian
"ARNULPHY, Claude",(1697-1786),Baroque,painter,https://www.wga.hu/html/a/arnulphy/index.html,Aix-en-Provence,French
"ARRIGHI, Antonio",(active 1746-1769),Rococo,architect,https://www.wga.hu/html/a/arrighi/index.html,Cremona,Italian
"ARRUDA, Diogo de",(c. 1470-1531),Medieval,architect,https://www.wga.hu/html/a/arruda/diogo/index.html,Portugal,Portuguese
"ARRUDA, Francisco de",(d. 1547),Medieval,architect,https://www.wga.hu/html/a/arruda/francisc/index.html,Portugal,Portuguese
"ARSON, Alphonse-Alexandre",(1822-1880),Realism,sculptor,https://www.wga.hu/html/a/arson/index.html,Paris,French
"ARTHOIS, Jacques d'",(1613-1686),Baroque,painter,https://www.wga.hu/html/a/arthois/index.html,Brussels,Flemish
"ARTIOLI, Giuseppe",(active 1750-1800),Neoclassicism,painter,https://www.wga.hu/html/a/artioli/index.html,Mantua,Italian
"ASAM, Cosmas Damian",(1686-1739),Baroque,painter,https://www.wga.hu/html/a/asam/cosmas/index.html,Germany,German
"ASAM, Egid Quirin",(1692-1750),Baroque,sculptor,https://www.wga.hu/html/a/asam/egid/index.html,Germany,German
"ASCH, Pieter Jansz. van",(1603-1678),Baroque,painter,https://www.wga.hu/html/a/asch/index.html,Delft,Dutch
"ASHBEE, Charles Robert",(1863-1942),Art Nouveau,architect,https://www.wga.hu/html/a/ashbee/index.html,London,English
"ASHFORD, William",(c. 1746-1824),Rococo,painter,https://www.wga.hu/html/a/ashford/index.html,Dublin,Irish
"ASHTON, Julian Rossi",(1851-1942),Impressionism,painter,https://www.wga.hu/html/a/ashton/index.html,Australia,Other
"ASPERTINI, Amico",(c. 1475-1552),Mannerism,painter,https://www.wga.hu/html/a/aspertin/index.html,Bologna,Italian
"ASPETTI, Tiziano",(c. 1559-1606),Mannerism,sculptor,https://www.wga.hu/html/a/aspetti/index.html,Venice,Italian
"ASSCHE, Henri van",(1774-1841),Romanticism,painter,https://www.wga.hu/html/a/assche/index.html,Brussels,Belgian
"ASSELYN, Jan",(c. 1610-1652),Baroque,painter,https://www.wga.hu/html/a/asselyn/index.html,Netherlands,Dutch
"ASSERETO, Gioachino",(1600-1649),Baroque,painter,https://www.wga.hu/html/a/assereto/index.html,Genoa,Italian
"ASSTEYN, Bartholomeus",(1607-c. 1667),Baroque,painter,https://www.wga.hu/html/a/assteyn/index.html,Dordrecht,Dutch
"AST, Balthasar van der",(1594-1657),Baroque,painter,https://www.wga.hu/html/a/ast/index.html,Delft,Dutch
"ASTOR, Diego de",(c. 1587-c. 1650),Mannerism,graphic,https://www.wga.hu/html/a/astor/index.html,Spain,Spanish
"ASTRUC, Zacharie",(1833-1907),Impressionism,painter,https://www.wga.hu/html/a/astruc/index.html,Paris,French
ATTAVANTE DEGLI ATTAVANTI,(1452-c. 1525),Early Renaissance,illuminator,https://www.wga.hu/html/a/attavant/index.html,Florence,Italian
"ATTIRET, Claude-François",(1728-1804),Rococo,sculptor,https://www.wga.hu/html/a/attiret/index.html,Paris,French
"AUBERT, Jean",(active 1702-1741),Baroque,architect,https://www.wga.hu/html/a/aubert/index.html,Paris,French
"AUBRY, Etienne",(1745-1781),Rococo,painter,https://www.wga.hu/html/a/aubry/index.html,France,French
"AUDRAN, Claude III",(1658-1734),Baroque,painter,https://www.wga.hu/html/a/audran/claude3/index.html,Paris,French
"AUDRAN, Jean",(1667-1756),Rococo,graphic,https://www.wga.hu/html/a/audran/jean/index.html,Paris,French
"AUDUBON, John James",(1785-1851),Romanticism,graphic,https://www.wga.hu/html/a/audubon/index.html,United States,American
"AUGUSTIN, Jean-Baptiste-Jacques",(1759-1832),Rococo,miniaturist,https://www.wga.hu/html/a/augustin/index.html,France,French
"AVANZI, Jacopo",(active 1363-1384),Medieval,painter,https://www.wga.hu/html/a/avanzi/index.html,Padua,Italian
"AVED, Jacques-André-Joseph",(1702-1766),Baroque,painter,https://www.wga.hu/html/a/aved/index.html,Paris,French
"AVELINE, Antoine",(1691-1743),Baroque,graphic,https://www.wga.hu/html/a/aveline/antoine/index.html,Paris,French
"AVELINE, Pierre-Alexandre",(1702-1760),Baroque,graphic,https://www.wga.hu/html/a/aveline/pierre/index.html,Paris,French
"AVELLI, Francesco Xanto",(c. 1487-c. 1542),High Renaissance,painter,https://www.wga.hu/html/a/avelli/index.html,Italy,Italian
"AVERCAMP, Barend",(c. 1612-1679),Baroque,painter,https://www.wga.hu/html/a/avercamp/barend/index.html,Kampen,Dutch
"AVERCAMP, Hendrick",(1585-1634),Baroque,painter,https://www.wga.hu/html/a/avercamp/hendrick/index.html,Kampen,Dutch
"AYALA, Josefa de",(1630-1684),Baroque,painter,https://www.wga.hu/html/a/ayala/index.html,Óbidos,Portuguese
"AZEGLIO, Massimo Taparelli, Marquis d'",(1798-1866),Romanticism,painter,https://www.wga.hu/html/a/azeglio/index.html,Turin,Italian
"BABOCCIO DA PIPERNO, Antonio",(c. 1351-1435),Early Renaissance,sculptor,https://www.wga.hu/html/b/baboccio/index.html,Naples,Italian
"BABUREN, Dirck van",(c. 1595-1624),Baroque,painter,https://www.wga.hu/html/b/baburen/index.html,Utrecht,Dutch
"BACCANELLI, Giovanni Antonio di Giulio",(doc. 1630-1661),Baroque,graphic,https://www.wga.hu/html/b/baccanel/index.html,Florence,Italian
BACCHIACCA,(1494-1557),High Renaissance,painter,https://www.wga.hu/html/b/bacchiac/index.html,Florence,Italian
BACCIO d'Agnolo,(1462-1543),High Renaissance,sculptor,https://www.wga.hu/html/b/baccio/index.html,Florence,Italian
"BACHELIER, Nicolas",(1500-1557),Northern Renaissance,architect,https://www.wga.hu/html/b/bachelie/index.html,Toulouse,French
BACICCIO,(1639-1709),Baroque,painter,https://www.wga.hu/html/b/baciccio/index.html,Rome,Italian
"BACKER, Jacob Adriaensz.",(1608-1651),Baroque,painter,https://www.wga.hu/html/b/backer/index.html,Amsterdam,Dutch
"BACKER, Jacob de",(1555/60-1585/90),Mannerism,painter,https://www.wga.hu/html/b/backerde/index.html,Flanders,Flemish
"BACKHUYSEN, Ludolf",(1630-1708),Baroque,painter,https://www.wga.hu/html/b/backhuys/index.html,Netherlands,Dutch
"BACON, John",(1740-1799),Neoclassicism,sculptor,https://www.wga.hu/html/b/bacon/index.html,England,English
"BADALOCCHIO, Sisto",(1585-c. 1619),Baroque,painter,https://www.wga.hu/html/b/badalocc/index.html,Rome,Italian
"BAEGERT, Derick",(c. 1440-c. 1515),Northern Renaissance,painter,https://www.wga.hu/html/b/baegert/index.html,Wesel,German
"BAELLIEUR, Cornelis de",(1607-1671),Baroque,painter,https://www.wga.hu/html/b/baellieu/index.html,Antwerp,Flemish
"BAEN, Jan de",(1633-1702),Baroque,painter,https://www.wga.hu/html/b/baen/index.html,Netherlands,Dutch
"BAERS, Johannes",(active 1624-1641),Baroque,painter,https://www.wga.hu/html/b/baers/index.html,Utrecht,Dutch
"BAERTSOEN, Albert",(1866-1922),Impressionism,painter,https://www.wga.hu/html/b/baertsoe/index.html,Belgium,Belgian
"BAERZE, Jacques de",(active 1390s),Medieval,sculptor,https://www.wga.hu/html/b/baerz/index.html,Dijon,French
"BAGLIONE, Cesare",(c. 1545-1615),Mannerism,painter,https://www.wga.hu/html/b/baglion/index.html,Italy,Italian
"BAGLIONE, Giovanni",(c. 1566-1643),Baroque,painter,https://www.wga.hu/html/b/baglione/index.html,Rome,Italian
"BAILLIE SCOTT, Mackay Hugh",(1865-1945),Art Nouveau,architect,https://www.wga.hu/html/b/baillie/index.html,Darmstadt,English
"BAILLY, David",(1584-1657),Baroque,painter,https://www.wga.hu/html/b/bailly/index.html,Leiden,Dutch
"BAILLY, Jacques I",(c. 1634-1679),Baroque,miniaturist,https://www.wga.hu/html/b/bailly_j/1/index.html,Paris,French
"BAILLY, Jacques II",(c. 1700-1768),Baroque,painter,https://www.wga.hu/html/b/bailly_j/2/index.html,Paris,French
"BALASSI, Mario",(1604-1667),Baroque,painter,https://www.wga.hu/html/b/balassi/index.html,Florence,Italian
"BALAT, Alphonse",(1818-1895),Art Nouveau,architect,https://www.wga.hu/html/b/balat/index.html,Brussels,Belgian
BALDASSARE D' ESTE,(1432-1506),Early Renaissance,painter,https://www.wga.hu/html/b/baldassa/index.html,Ferrara,Italian
"BALDI, Lazzaro",(1623-1703),Baroque,painter,https://www.wga.hu/html/b/baldi/index.html,Italy,Italian
"BALDINI, Baccio",(1436-1487),Early Renaissance,graphic,https://www.wga.hu/html/b/baldini/index.html,Florence,Italian
"BALDOVINETTI, Alessio",(c.1425-1499),Early Renaissance,painter,https://www.wga.hu/html/b/baldovin/index.html,Florence,Italian
"BALDRIGHI, Giuseppe",(1723-1803),Rococo,painter,https://www.wga.hu/html/b/baldrigh/index.html,Parma,Italian
"BALDUCCI, Giovanni",(c. 1560-after 1631),Mannerism,painter,https://www.wga.hu/html/b/balducc/index.html,Florence,Italian
"BALDUCCI, Matteo",(c. 1509-1554),High Renaissance,painter,https://www.wga.hu/html/b/balducci/index.html,Umbria,Italian
"BALDUNG GRIEN, Hans",(1484/85-1545),Northern Renaissance,painter,https://www.wga.hu/html/b/baldung/index.html,Germany,German
"BALEN, Hendrick van",(1575-1632),Baroque,painter,https://www.wga.hu/html/b/balen/index.html,Antwerp,Flemish
"BALESTRA, Antonio",(1666-1740),Baroque,painter,https://www.wga.hu/html/b/balestra/index.html,Verona,Italian
"BALLU, Théodore",(1817-1885),Neoclassicism,architect,https://www.wga.hu/html/b/ballu/index.html,Paris,French
"BALTARD, Louis-Pierre",(1764-1846),Neoclassicism,architect,https://www.wga.hu/html/b/baltard/louis/index.html,Paris,French
"BALTARD, Victor",(1805-1874),Art Nouveau,architect,https://www.wga.hu/html/b/baltard/victor/index.html,Paris,French
"BALTENS, Peeter",(c. 1527-c. 1584),Northern Renaissance,painter,https://www.wga.hu/html/b/baltens/index.html,Antwerp,Flemish
"BALZICO, Alfonso",(1825-1901),Realism,sculptor,https://www.wga.hu/html/b/balzico/index.html,Italy,Italian
BAMBAIA,(1483-1548),High Renaissance,sculptor,https://www.wga.hu/html/b/bambaia/index.html,Milan,Italian
"BAMBINI, Nicolò",(1651-1736),Baroque,painter,https://www.wga.hu/html/b/bambini/index.html,Venice,Italian
"BANDHAUER, Gottfried",(1790-1827),Neoclassicism,architect,https://www.wga.hu/html/b/bandhaue/index.html,Köthen,German
"BANDINELLI, Baccio",(1493-1560),High Renaissance,sculptor,https://www.wga.hu/html/b/bandinel/index.html,Florence,Italian
"BANDINI, Giovanni",(1540-1599),High Renaissance,sculptor,https://www.wga.hu/html/b/bandini/index.html,Florence,Italian
"BANKS, Thomas",(1735-1805),Neoclassicism,painter,https://www.wga.hu/html/b/banks/index.html,England,English
"BANTI, Cristiano",(1824-1904),Realism,painter,https://www.wga.hu/html/b/banti/index.html,Italy,Italian
"BARABÁS, Miklós",(1810-1898),Romanticism,painter,https://www.wga.hu/html/b/barabas/index.html,Hungary,Hungarian
"BARATTA, Giovanni di Isidoro",(1670-1747),Rococo,sculptor,https://www.wga.hu/html/b/baratta/giovanni/index.html,Italy,Italian
"BARATTA, Pietro",(1668-1729),Baroque,sculptor,https://www.wga.hu/html/b/baratta/pietro/index.html,Venice,Italian
"BARBARI, Jacopo de'",(c. 1445-1516),High Renaissance,painter,https://www.wga.hu/html/b/barbari/index.html,Venice,Italian
"BARBARO, Daniele",(1514-1570),Mannerism,architect,https://www.wga.hu/html/b/barbaro/index.html,Venice,Italian
"BARBAULT, Jean",(1718-1762),Baroque,painter,https://www.wga.hu/html/b/barbault/index.html,Rome,French
"BARBEDIENNE, Ferdinand",(1810-1892),Realism,sculptor,https://www.wga.hu/html/b/barbedie/index.html,Paris,French
"BARBIERI, Paolo Antonio",(1603-1649),Baroque,painter,https://www.wga.hu/html/b/barbieri/index.html,Italy,Italian
"BARDELLINO, Pietro",(1728-1819),Rococo,painter,https://www.wga.hu/html/b/bardelli/index.html,Naples,Italian
"BARENDSZ., Dirck",(1534-1592),Mannerism,painter,https://www.wga.hu/html/b/barendsz/index.html,Amsterdam,Dutch
"BARKER, Thomas",(1769-1847),Romanticism,painter,https://www.wga.hu/html/b/barker/thomas/index.html,Bath,English
"BARKER, Thomas Jones",(1813-1882),Realism,painter,https://www.wga.hu/html/b/barker/thomas1/index.html,England,English
BARNA DA SIENA,(active mid-14th cent.),Medieval,painter,https://www.wga.hu/html/b/barna/index.html,Siena,Italian
BARNABA DA MODENA,(active 1361-1383),Medieval,painter,https://www.wga.hu/html/b/barnaba/index.html,Italy,Italian
"BAROCCI, Federico Fiori",(1526-1612),Mannerism,painter,https://www.wga.hu/html/b/barocci/index.html,Urbino,Italian
"BAROIS, François",(1656-1726),Baroque,sculptor,https://www.wga.hu/html/b/barois/index.html,Paris,French
"BARON, Bernard",(1696-1762),Rococo,graphic,https://www.wga.hu/html/b/baron/index.html,London,French
"BARONCELLI, Niccolò",(active 1434-1453),Early Renaissance,sculptor,https://www.wga.hu/html/b/baroncel/index.html,Florence,Italian
"BARONZIO, Giovanni",(active c. 1326-c. 1362),Medieval,painter,https://www.wga.hu/html/b/baronzio/index.html,Rimini,Italian
"BAROVIER, Angelo",(c. 1400-1460),Early Renaissance,glass,https://www.wga.hu/html/b/barovier/index.html,Murano,Italian
"BARRA, Didier",(1590-1644),Baroque,painter,https://www.wga.hu/html/b/barra/index.html,France,French
"BARRAUD, William",(1810-1850),Romanticism,painter,https://www.wga.hu/html/b/barraud/index.html,London,English
"BARRE, Jean-August",(1811-1896),Realism,sculptor,https://www.wga.hu/html/b/barre/son/index.html,Paris,French
"BARRE, Jean-Jacques",(1793-1855),Romanticism,sculptor,https://www.wga.hu/html/b/barre/father/index.html,Paris,French
"BARRERA, Francisco",(1595-1658),Baroque,painter,https://www.wga.hu/html/b/barrera/index.html,Madrid,Spanish
"BARRET, George",(c. 1728-1784),Rococo,painter,https://www.wga.hu/html/b/barret/index.html,Ireland,Irish
"BARRIAS, Louis-Ernest",(1841-1905),Realism,sculptor,https://www.wga.hu/html/b/barrias/index.html,Paris,French
"BARRIÈRE, Dominique",(c. 1618-1678),Baroque,graphic,https://www.wga.hu/html/b/barriere/index.html,Rome,French
"BARRY, Sir Charles",(1795-1860),Neoclassicism,architect,https://www.wga.hu/html/b/barry/index.html,London,English
"BARTHEL, Melchior",(1625-1672),Baroque,sculptor,https://www.wga.hu/html/b/barthel/index.html,Venice,German
"BARTHOLOMÉ, Albert",(1848-1928),Realism,sculptor,https://www.wga.hu/html/b/bartholo/index.html,Paris,French
"BARTLETT, Paul Wayland",(1865-1925),Realism,sculptor,https://www.wga.hu/html/b/bartlett/index.html,Paris,American
"BARTOLINI, Lorenzo",(1777-1850),Neoclassicism,sculptor,https://www.wga.hu/html/b/bartolin/index.html,Italy,Italian
BARTOLINO da Novara,(d. ca. 1410),Medieval,architect,https://www.wga.hu/html/b/bartolix/index.html,Italy,Italian
BARTOLO DI FREDI,(c. 1330-c. 1410),Medieval,painter,https://www.wga.hu/html/b/bartolo/index.html,Siena,Italian
BARTOLOMEO DELLA GATTA,(1448-1502),Early Renaissance,painter,https://www.wga.hu/html/b/bartolom/gatta/index.html,Florence,Italian
BARTOLOMEO DI FRUOSINO,(c. 1366-1441),Early Renaissance,illuminator,https://www.wga.hu/html/b/bartolom/fruosino/index.html,Florence,Italian
BARTOLOMEO DI GIOVANNI,(active 1480-1510),Early Renaissance,painter,https://www.wga.hu/html/b/bartolom/giovanni/index.html,Florence,Italian
BARTOLOMEO VENETO,(active 1502-1531),High Renaissance,painter,https://www.wga.hu/html/b/bartolom/veneto/index.html,Venice,Italian
"BARTOLOMEO, Fra",(1473-1517),High Renaissance,painter,https://www.wga.hu/html/b/bartolom/fra/index.html,Italy,Italian
"BARTOLOZZI, Francesco",(1727-1815),Rococo,graphic,https://www.wga.hu/html/b/bartoloz/index.html,London,Italian
"BARTSIUS, Willem",(c. 1612- after 1639),Baroque,painter,https://www.wga.hu/html/b/bartsius/index.html,Amsterdam,Dutch
"BARYE, Alfred",(1839-1882),Realism,sculptor,https://www.wga.hu/html/b/barye/son/index.html,Paris,French
"BARYE, Antoine-Louis",(1796-1875),Romanticism,sculptor,https://www.wga.hu/html/b/barye/father/index.html,France,French
"BARÓ, Berthomeu",(documented 1467-1481),Early Renaissance,painter,https://www.wga.hu/html/b/baro/index.html,Valencia,Spanish
"BASAITI, Marco",(active 1496-1530),High Renaissance,painter,https://www.wga.hu/html/b/basaiti/index.html,Venice,Italian
"BASCHENIS, Evaristo",(1617-1677),Baroque,painter,https://www.wga.hu/html/b/bascheni/index.html,Bergamo,Italian
"BASILE, Ernesto",(1857-1932),Art Nouveau,architect,https://www.wga.hu/html/b/basile/index.html,Palermo,Italian
"BASSA, Arnau",(active 2nd half 14th cent.),Medieval,painter,https://www.wga.hu/html/b/bassa/arnaldo/index.html,Barcelona,Catalan
"BASSA, Ferrer",(active 1324-1348),Medieval,painter,https://www.wga.hu/html/b/bassa/ferrer/index.html,Barcelona,Catalan
"BASSANO, Francesco",(1549-1592),Mannerism,painter,https://www.wga.hu/html/b/bassano/francesc/index.html,Venice,Italian
"BASSANO, Jacopo",(c. 1515-1592),Mannerism,painter,https://www.wga.hu/html/b/bassano/jacopo/index.html,Venice,Italian
"BASSANO, Leandro",(1557-1622),Baroque,painter,https://www.wga.hu/html/b/bassano/leandro/index.html,Venice,Italian
"BASSEN, Bartholomeus van",(c. 1590-1652),Baroque,painter,https://www.wga.hu/html/b/bassen/index.html,TheHague,Dutch
"BASSETTI, Marcantonio",(1588-1630),Baroque,painter,https://www.wga.hu/html/b/bassetti/index.html,Verona,Italian
"BAST, Pieter",(c. 1550-1605),Mannerism,graphic,https://www.wga.hu/html/b/bast/index.html,Netherlands,Dutch
"BASTIANI, Lazzaro",(c. 1430-c. 1512),Early Renaissance,painter,https://www.wga.hu/html/b/bastiani/index.html,Venice,Italian
"BASTIEN-LEPAGE, Jules",(1848-1884),Realism,painter,https://www.wga.hu/html/b/bastien/index.html,Paris,French
"BATAILLE, Laurent-Edmé",(1758-1819),Neoclassicism,architect,https://www.wga.hu/html/b/bataill/index.html,Paris,French
