artist,born-died,period,school,url,base,nationality
"MADOU, Jean-Baptiste",(1796-1877),Romanticism,painter,https://www.wga.hu/html/m/madou/index.html,Belgium,Belgian
"MADRASSI, Luca",(1848-1916),Realism,sculptor,https://www.wga.hu/html/m/madrassi/index.html,Paris,Italian
"MAELLA, Mariano Salvador de",(1739-1819),Neoclassicism,painter,https://www.wga.hu/html/m/maella/index.html,Madrid,Spanish
"MAES, Nicolaes",(1634-1693),Baroque,painter,https://www.wga.hu/html/m/maes/index.html,Amsterdam,Dutch
"MAESTRI, Michelangelo",(c. 1779-1812),Rococo,painter,https://www.wga.hu/html/m/maestri/index.html,Rome,Italian
"MAFFEI, Francesco",(c. 1600-1660),Baroque,painter,https://www.wga.hu/html/m/maffei/index.html,Venice,Italian
"MAGATTI, Pietro Antonio",(1691-1767),Baroque,painter,https://www.wga.hu/html/m/magatti/index.html,Italy,Italian
"MAGGI DA BASSANO, Annibale",(d. 1509),Early Renaissance,architect,https://www.wga.hu/html/m/maggi/index.html,Padua,Italian
"MAGGI, Baldassare",(c. 1550-1629),Northern Renaissance,architect,https://www.wga.hu/html/m/maggi1/index.html,Moravia,Italian
"MAGGIORE, Giovanni Ambrogio",(c. 1550-after 1598),Mannerism,sculptor,https://www.wga.hu/html/m/maggiore/index.html,Italy,Italian
"MAGGIOTTO, Domenico",(1712-1794),Rococo,painter,https://www.wga.hu/html/m/maggiott/index.html,Venice,Italian
"MAGINI, Carlo",(1720-1806),Rococo,painter,https://www.wga.hu/html/m/magini/index.html,Fano,Italian
"MAGNASCO, Alessandro",(1667-1749),Baroque,painter,https://www.wga.hu/html/m/magnasco/index.html,Milan,Italian
"MAGNI, Cesare",(c. 1492-1535),High Renaissance,painter,https://www.wga.hu/html/m/magni/index.html,Milan,Italian
"MAGNO, Giovanni Battista",(c. 1591-1674),Baroque,painter,https://www.wga.hu/html/m/magno/index.html,Rome,Italian
"MAHU, Cornelis",(1613-1689),Baroque,painter,https://www.wga.hu/html/m/mahu/index.html,Antwerp,Flemish
"MAIANO, Benedetto da",(1442-1497),Early Renaissance,sculptor,https://www.wga.hu/html/m/maiano/benedett/index.html,Florence,Italian
"MAIANO, Giuliano da",(1432-1490),Early Renaissance,architect,https://www.wga.hu/html/m/maiano/giuliano/index.html,Italy,Italian
"MAILLE, Michel",(active 1657-1703),Baroque,sculptor,https://www.wga.hu/html/m/maille/index.html,Rome,French
"MAILLET, Jacques-Léonard",(1823-1895),Realism,sculptor,https://www.wga.hu/html/m/maillet/index.html,Paris,French
"MAINARDI, Bastiano",(1466-1513),Early Renaissance,painter,https://www.wga.hu/html/m/mainardi/index.html,Florence,Italian
"MAINERI, Gian Francesco",(c. 1460-c. 1535),High Renaissance,painter,https://www.wga.hu/html/m/maineri/index.html,Ferrara,Italian
"MAINI, Giovanni Battista",(1690-1752),Baroque,sculptor,https://www.wga.hu/html/m/maini/index.html,Rome,Italian
"MAINO, Fray Juan Bautista",(1581-1649),Baroque,painter,https://www.wga.hu/html/m/maino/index.html,Madrid,Spanish
"MAINO, Giovanni Angelo del",(c. 1475-c. 1536),High Renaissance,sculptor,https://www.wga.hu/html/m/maino_g/index.html,Pavia,Italian
MAIR von Landshut,(active 1485-1510),Northern Renaissance,graphic,https://www.wga.hu/html/m/mair/index.html,Bavaria,German
"MAITANI, Lorenzo",(c. 1255-1330),Medieval,sculptor,https://www.wga.hu/html/m/maitani/index.html,Orvieto,Italian
"MAITLAND, Paul",(1863-1909),Impressionism,painter,https://www.wga.hu/html/m/maitland/index.html,London,English
"MAJORELLE, Louis",(1859-1926),Art Nouveau,cabinet-maker,https://www.wga.hu/html/m/majorell/index.html,Nancy,French
"MAKART, Hans",(1840-1884),Impressionism,painter,https://www.wga.hu/html/m/makart/index.html,Vienna,Austrian
"MAKOVSKY, Aleksandr Vladimirovich",(1869-1924),Realism,painter,https://www.wga.hu/html/m/makovsky/aleksand/index.html,Moscow,Russian
"MAKOVSKY, Konstantin Yegorovich",(1839-1915),Realism,painter,https://www.wga.hu/html/m/makovsky/konstant/index.html,Moscow,Russian
"MAKOVSKY, Vladimir Yegorovich",(1846-1920),Realism,painter,https://www.wga.hu/html/m/makovsky/vladimir/index.html,Moscow,Russian
"MALER, Hans",(c. 1480-c. 1529),Northern Renaissance,painter,https://www.wga.hu/html/m/maler/index.html,Germany,German
"MALINCONICO, Nicola",(c. 1663-1721),Baroque,painter,https://www.wga.hu/html/m/malincon/index.html,Naples,Italian
"MALLET, Jean-Baptiste",(1759-1835),Rococo,painter,https://www.wga.hu/html/m/mallet/index.html,France,French
"MALO, Vincent",(c. 1595-c. 1650),Baroque,painter,https://www.wga.hu/html/m/malo/index.html,Italy,Flemish
"MALOMBRA, Pietro",(1556-1618),Mannerism,painter,https://www.wga.hu/html/m/malombra/index.html,Venice,Italian
"MALOUEL, Jean",(c. 1365-1415),Northern Renaissance,painter,https://www.wga.hu/html/m/malouel/index.html,Burgundy,Netherlandish
"MALTESE, Francesco",(active 1610-1660),Baroque,painter,https://www.wga.hu/html/m/maltese/index.html,Rome,Italian
"MALTON, James",(c. 1760-1803),Rococo,painter,https://www.wga.hu/html/m/malton/index.html,London,English
"MALVITO, Tommaso",(active 1476-1508),Early Renaissance,architect,https://www.wga.hu/html/m/malvito/index.html,Italy,Italian
"MAN, Cornelis de",(1621-1706),Baroque,painter,https://www.wga.hu/html/m/man/index.html,Delft,Dutch
"MANCINI, Francesco",(1679-1758),Baroque,painter,https://www.wga.hu/html/m/mancini/index.html,Italy,Italian
"MANDER, Karel van, III",(1609-1670),Baroque,painter,https://www.wga.hu/html/m/mander/karel3/index.html,Copenhagen,Dutch
"MANDER, Karel van, the Elder",(1548-1606),Mannerism,painter,https://www.wga.hu/html/m/mander/karel1/index.html,Netherlands,Dutch
"MANDIJN, Jan",(c. 1500-1559),Northern Renaissance,painter,https://www.wga.hu/html/m/mandijn/index.html,Antwerp,Flemish
"MANET, Edouard",(1832-1883),Impressionism,painter,https://www.wga.hu/html/m/manet/index.html,Paris,French
"MANETTI, Rutilio",(1571-1639),Mannerism,painter,https://www.wga.hu/html/m/manetti/index.html,Siena,Italian
"MANFREDI, Bartolomeo",(1582-after 1622),Baroque,painter,https://www.wga.hu/html/m/manfredi/index.html,Rome,Italian
MANFREDINO DA PISTOIA,(active 1280–1293),Medieval,painter,https://www.wga.hu/html/m/manfred/index.html,Italy,Italian
"MANGIN, François Ignace",(1742-1809),Neoclassicism,architect,https://www.wga.hu/html/m/mangin/index.html,Germany,French
"MANGLARD, Adrien",(1695-1760),Baroque,painter,https://www.wga.hu/html/m/manglard/index.html,Italy,French
"MANGONE, Fabio",( 1587-1629),Baroque,architect,https://www.wga.hu/html/m/mangone/index.html,Milan,Italian
MANNO DI BANDINO,(active 1300-1312),Medieval,goldsmith,https://www.wga.hu/html/m/manno/index.html,Bologna,Italian
"MANOPOLA, Bartolomeo",(active 1580-1610),Mannerism,architect,https://www.wga.hu/html/m/manopola/index.html,Venice,Italian
"MANSART, François",(1598-1666),Baroque,architect,https://www.wga.hu/html/m/mansart/index.html,France,French
"MANSUETI, Giovanni",(known 1485-1526),Early Renaissance,painter,https://www.wga.hu/html/m/mansueti/index.html,Venice,Italian
"MANTEGAZZA, Antonio",(d. 1495),Early Renaissance,sculptor,https://www.wga.hu/html/m/mantegaz/antonio/index.html,Pavia,Italian
"MANTEGAZZA, Cristoforo",(active 1464-1482),Early Renaissance,sculptor,https://www.wga.hu/html/m/mantegaz/cristofo/index.html,Pavia,Italian
"MANTEGNA, Andrea",(1431-1506),Early Renaissance,painter,https://www.wga.hu/html/m/mantegna/index.html,Italy,Italian
"MANUEL, Niklaus",(c. 1484-1530),Northern Renaissance,painter,https://www.wga.hu/html/m/manuel/index.html,Bern,Swiss
"MANUTIUS, Aldus",(c. 1450-1515),Early Renaissance,graphic,https://www.wga.hu/html/m/manutius/index.html,Venice,Italian
"MARABITTI, Ignazio",(1719-1797),Baroque,sculptor,https://www.wga.hu/html/m/marabitt/index.html,Sicily,Italian
"MARASTONI, Jakab",(1804-1860),Romanticism,painter,https://www.wga.hu/html/m/maraston/index.html,Pest,Hungarian
"MARATTI, Carlo",(1625-1713),Baroque,painter,https://www.wga.hu/html/m/maratti/index.html,Rome,Italian
"MARCANOVA, Giovanni",(c. 1414-1467),Early Renaissance,graphic,https://www.wga.hu/html/m/marcanov/index.html,Padua,Italian
"MARCELLINI, Carlo Andrea",(c. 1644-1713),Baroque,sculptor,https://www.wga.hu/html/m/marcelli/index.html,Italy,Italian
"MARCHESINI, Alessandro",(1663-1738),Baroque,painter,https://www.wga.hu/html/m/marchesi/index.html,Verona,Italian
"MARCHETTI, Ludovico",(1853-1909),Romanticism,painter,https://www.wga.hu/html/m/marchett/index.html,Paris,Italian
"MARCHIONNI, Carlo",(1702-1786),Baroque,architect,https://www.wga.hu/html/m/marchion/index.html,Rome,Italian
"MARCHIORI, Giovanni",(1696-1778),Rococo,sculptor,https://www.wga.hu/html/m/marchior/index.html,Venice,Italian
MARCO ROMANO,(active c. 1318),Medieval,sculptor,https://www.wga.hu/html/m/marco/index.html,Venice,Italian
"MARCONI, Rocco",(active 1504-1521),High Renaissance,painter,https://www.wga.hu/html/m/marconi/index.html,Venice,Italian
"MARDEL, Carlos",(c. 1695-1763),Baroque,architect,https://www.wga.hu/html/m/mardel/index.html,Lisbon,Portuguese
MARGARITO D'AREZZO,(active 1250-1290),Medieval,painter,https://www.wga.hu/html/m/margarit/index.html,Arezzo,Italian
"MARIANI, Camillo",(c. 1565-1611),Mannerism,sculptor,https://www.wga.hu/html/m/mariani/index.html,Rome,Italian
"MARIESCHI, Michele",(1710-1743),Baroque,painter,https://www.wga.hu/html/m/mariesch/index.html,Venice,Italian
"MARIETTE, Jean",(1660-1742),Baroque,graphic,https://www.wga.hu/html/m/mariette/index.html,Paris,French
"MARIGLIANO, Giovanni",(c. 1488-1558),High Renaissance,sculptor,https://www.wga.hu/html/m/mariglia/index.html,Naples,Italian
"MARILHAT, Prosper",(1811-1847),Romanticism,painter,https://www.wga.hu/html/m/marilhat/index.html,France,French
"MARIN, Joseph Charles",(1759-1834),Rococo,sculptor,https://www.wga.hu/html/m/marin/index.html,France,French
"MARINALI, Orazio",(1643-1720),Baroque,sculptor,https://www.wga.hu/html/m/marinali/index.html,Italy,Italian
"MARINARI, Onorio",(1627-1715),Baroque,painter,https://www.wga.hu/html/m/marinari/index.html,Florence,Italian
MARIO DEI FIORI,(1603-1673),Baroque,painter,https://www.wga.hu/html/m/mario/index.html,Rome,Italian
MARIOTTO DI NARDO,(active 1394-1424),Medieval,painter,https://www.wga.hu/html/m/mariotto/index.html,Florence,Italian
"MARIS, Jacobus Hendricus",(1837-1899),Realism,painter,https://www.wga.hu/html/m/maris/jacobus/index.html,TheHague,Dutch
"MARIS, Matthijs",(1839-1917),Impressionism,painter,https://www.wga.hu/html/m/maris/matthijs/index.html,TheHague,Dutch
"MARIS, Willem",(1844-1910),Impressionism,painter,https://www.wga.hu/html/m/maris/willem/index.html,TheHague,Dutch
"MARKÓ, András",(1824-1895),Romanticism,painter,https://www.wga.hu/html/m/marko/son1/index.html,Vienna,Hungarian
"MARKÓ, Ferenc",(1832-1874),Romanticism,painter,https://www.wga.hu/html/m/marko/son2/index.html,Pest,Hungarian
"MARKÓ, Károly the Elder",(1791-1860),Romanticism,painter,https://www.wga.hu/html/m/marko/father/index.html,Hungary,Hungarian
"MARKÓ, Károly the Younger",(1822-1891),Realism,painter,https://www.wga.hu/html/m/marko/son3/index.html,Hungary,Hungarian
"MARLOW, William",(1740-1813),Neoclassicism,painter,https://www.wga.hu/html/m/marlow/index.html,London,English
"MARMION, Simon",(c. 1420-1489),Northern Renaissance,painter,https://www.wga.hu/html/m/marmion/index.html,France,French
"MARMITTA, Francesco",(c. 1460-c. 1504),Early Renaissance,painter,https://www.wga.hu/html/m/marmitta/index.html,Parma,Italian
"MAROCHETTI, Charles",(1805-1867),Romanticism,sculptor,https://www.wga.hu/html/m/marochet/index.html,Italy,Italian
"MARON, Anton von",(1733-1808),Neoclassicism,painter,https://www.wga.hu/html/m/maron/index.html,Rome,Austrian
"MAROT, Daniel I",(1661-1752),Rococo,architect,https://www.wga.hu/html/m/marot/daniel1/index.html,France,French
"MAROT, Jean I",(1619-1679),Baroque,architect,https://www.wga.hu/html/m/marot/jean1/index.html,Paris,French
"MARREL, Jacob",(c. 1613-1681),Baroque,painter,https://www.wga.hu/html/m/marrel/index.html,Frankfurt,German
"MARSEUS VAN SCHRIECK, Otto",(1619/20-1678),Baroque,painter,https://www.wga.hu/html/m/marseus/index.html,Amsterdam,Dutch
"MARSHALL, Benjamin",(1768-1835),Romanticism,painter,https://www.wga.hu/html/m/marshall/index.html,London,English
"MARSTRAND, Wilhelm Nicolai",(1810-1873),Romanticism,painter,https://www.wga.hu/html/m/marstran/index.html,Denmark,Danish
"MARSY, Balthazard",(1628-1674),Baroque,sculptor,https://www.wga.hu/html/m/marsy/balthaza/index.html,France,French
"MARSY, Gaspard",(1624-1681),Baroque,sculptor,https://www.wga.hu/html/m/marsy/gaspard/index.html,France,French
"MARTELLANGE, Étienne",(c. 1568-1641),Baroque,architect,https://www.wga.hu/html/m/martella/index.html,France,French
"MARTIN, David",(1737-1798),Rococo,painter,https://www.wga.hu/html/m/martin_d/index.html,London,Scottish
"MARTIN, Henri-Jean-Guillaume",(1860-1943),Impressionism,painter,https://www.wga.hu/html/m/martin_h/index.html,Paris,French
"MARTIN, Jean-Baptiste",(1659-1737),Baroque,painter,https://www.wga.hu/html/m/martin_j/index.html,Paris,French
"MARTIN, John",(1789-1854),Romanticism,painter,https://www.wga.hu/html/m/martin/index.html,England,English
"MARTIN, Pierre-Denis",(c. 1663-1742),Baroque,painter,https://www.wga.hu/html/m/martin_p/index.html,Paris,French
"MARTIN, Robert Wallace",(1843-1923),Art Nouveau,potter,https://www.wga.hu/html/m/martin_r/index.html,London,English
"MARTINCOURT, Étienne",(c. 1735-after 1791),Rococo,sculptor,https://www.wga.hu/html/m/martinco/index.html,Paris,French
"MARTINELLI, Giovanni",(c. 1600-1659),Baroque,painter,https://www.wga.hu/html/m/martinel/index.html,Florence,Italian
"MARTINI, Pietro Antonio",(1738-1797),Rococo,graphic,https://www.wga.hu/html/m/martini/index.html,Italy,Italian
MARTINO DA MODENA,(active 1470-1489),Early Renaissance,illuminator,https://www.wga.hu/html/m/martinom/index.html,Modena,Italian
MARTINO DA VERONA,(d. 1412),Medieval,painter,https://www.wga.hu/html/m/martinov/index.html,Verona,Italian
MARTINO DI BARTOLOMMEO,(active 1389-1435),Medieval,painter,https://www.wga.hu/html/m/martino/index.html,Siena,Italian
"MARTORELL, Bernat",(c. 1400-1452),Early Renaissance,painter,https://www.wga.hu/html/m/martorel/index.html,Barcelona,Catalan
"MARTOS, Ivan Petrovich",(1754-1835),Neoclassicism,sculptor,https://www.wga.hu/html/m/martos/index.html,Russia,Other
"MARTSZEN, Jan the Younger",(c. 1609-after 1647),Baroque,painter,https://www.wga.hu/html/m/martszen/index.html,Haarlem,Dutch
"MARTÍNEZ, Jusepe",(1600-1682),Baroque,painter,https://www.wga.hu/html/m/martinez/index.html,Spain,Spanish
"MARVUGLIA, Giuseppe Venanzio",(1729-1814),Neoclassicism,architect,https://www.wga.hu/html/m/marvugli/index.html,Palermo,Italian
"MARZAL DE SAX, Andrés",(active 1393-1410),Early Renaissance,painter,https://www.wga.hu/html/m/marzal/index.html,Valencia,Spanish
"MARZIALE, Marco",(active 1492-1507),Early Renaissance,painter,https://www.wga.hu/html/m/marziale/index.html,Venice,Italian
"MARÉES, George de",(1697-1776),Rococo,painter,https://www.wga.hu/html/m/marees/index.html,Munich,Swedish
"MARÉES, Hans von",(1837-1887),Romanticism,painter,https://www.wga.hu/html/m/marees_h/index.html,Italy,German
MASACCIO,(1401-1428),Early Renaissance,painter,https://www.wga.hu/html/m/masaccio/index.html,Florence,Italian
"MASIP, Vicente",(c. 1475-1545),High Renaissance,painter,https://www.wga.hu/html/m/masip/index.html,Valencia,Spanish
MASO DI BANCO,(active 1320-50),Medieval,painter,https://www.wga.hu/html/m/maso/index.html,Florence,Italian
MASO DI BARTOLOMMEO,(1406-c. 1456),Early Renaissance,sculptor,https://www.wga.hu/html/m/maso_bar/index.html,Italy,Italian
MASOLINO da Panicale,(1400-1447),Early Renaissance,painter,https://www.wga.hu/html/m/masolino/index.html,Florence,Italian
"MASSARI, Giorgio",(1687-1766),Baroque,architect,https://www.wga.hu/html/m/massari/index.html,Venice,Italian
"MASSON, François",(1745-1807),Neoclassicism,sculptor,https://www.wga.hu/html/m/masson/index.html,France,French
"MASSOT, Firmin",(1766-1849),Neoclassicism,painter,https://www.wga.hu/html/m/massot/index.html,Switzerland,Swiss
"MASSYS, Cornelis",(c. 1510-1575),Northern Renaissance,painter,https://www.wga.hu/html/m/massys/cornelis/index.html,Antwerp,Flemish
"MASSYS, Jan",(c. 1510-1575),Northern Renaissance,painter,https://www.wga.hu/html/m/massys/jan/index.html,Antwerp,Flemish
"MASSYS, Quentin",(1465/66-1530),Northern Renaissance,painter,https://www.wga.hu/html/m/massys/quentin/index.html,Antwerp,Flemish
MASTELLETTA,(1575-1675),Mannerism,painter,https://www.wga.hu/html/m/mastelle/index.html,Rome,Italian
MASTER ALPAIS,(active 1180-1200),Medieval,goldsmith,https://www.wga.hu/html/m/master/alpais/index.html,Limoges,French
MASTER ARNT of Kalkar,(active 1490-1492),Northern Renaissance,sculptor,https://www.wga.hu/html/m/master/arnt/index.html,Kalkar,Netherlandish
MASTER Bertram,(c. 1345-1415),Medieval,painter,https://www.wga.hu/html/m/master/bertram/index.html,Hamburg,German
MASTER E.S.,(active 1450-1467),Northern Renaissance,graphic,https://www.wga.hu/html/m/master/es/index.html,UpperRhine,German
MASTER FRANCKE,(early 15th cent.),Northern Renaissance,painter,https://www.wga.hu/html/m/master/francke/index.html,Hamburg,German
MASTER FVB,(active 1475-1500),Northern Renaissance,graphic,https://www.wga.hu/html/m/master/fvb/index.html,Bruges,Flemish
MASTER H.L.,(active c. 1515-1526),Northern Renaissance,sculptor,https://www.wga.hu/html/m/master/hl/index.html,UpperRhine,German
MASTER HONORÉ,(active 1285-1315),Medieval,illuminator,https://www.wga.hu/html/m/master/honore/index.html,Paris,French
MASTER I.P.,(active 1420s),High Renaissance,sculptor,https://www.wga.hu/html/m/master/ip/index.html,Germany,German
MASTER IAM of Zwolle,(active 1470-1495),Northern Renaissance,graphic,https://www.wga.hu/html/m/master/iam/index.html,Zwolle,Netherlandish
MASTER M S,(16th cent.),Northern Renaissance,painter,https://www.wga.hu/html/m/master/ms/index.html,Hungary,Hungarian
MASTER M Z,(active 1500-1510),Northern Renaissance,graphic,https://www.wga.hu/html/m/master/mz/index.html,Germany,German
MASTER MATEO,(active 1161-1217),Medieval,sculptor,https://www.wga.hu/html/m/master/mateo/index.html,Spain,Spanish
MASTER PAUL of Lőcse,(active 1500-1520),Northern Renaissance,sculptor,https://www.wga.hu/html/m/master/paul/index.html,Hungary,Hungarian
MASTER THEODERIC,(active 1350-70),Medieval,painter,https://www.wga.hu/html/m/master/theoderi/index.html,Prague,Bohemian
MASTER THOMAS de Coloswar,(first half of 15th cent.),Northern Renaissance,painter,https://www.wga.hu/html/m/master/thomas/index.html,Hungary,Hungarian
MASTER of 1310,(active c. 1310),Medieval,painter,https://www.wga.hu/html/m/master/1310/index.html,Pistoia,Italian
MASTER of 1336,(active 1301-1350),Medieval,painter,https://www.wga.hu/html/m/master/1336/index.html,Pistoia,Italian
MASTER of 1416,(active c. 1410),Early Renaissance,painter,https://www.wga.hu/html/m/master/1416/index.html,Florence,Italian
MASTER of 1456,(active 1450s),Northern Renaissance,painter,https://www.wga.hu/html/m/master/1456/index.html,Cologne,German
MASTER of 1477,(active 1470-1490),Northern Renaissance,painter,https://www.wga.hu/html/m/master/1477/index.html,Bavaria,German
MASTER of 1540,(active 1540s),Northern Renaissance,painter,https://www.wga.hu/html/m/master/1540/index.html,Antwerp,Flemish
MASTER of AB Monogram,(active 1530s),Northern Renaissance,painter,https://www.wga.hu/html/m/master/ab/index.html,Saxony,German
MASTER of AC Monogram,(second half 16th cent.),Mannerism,painter,https://www.wga.hu/html/m/master/ac/index.html,France,French
MASTER of Alkmaar,(active c. 1500-1515),Northern Renaissance,painter,https://www.wga.hu/html/m/master/alkmaar/index.html,Alkmaar,Flemish
MASTER of Avila,(active 1475-1500),Early Renaissance,painter,https://www.wga.hu/html/m/master/avila/index.html,Avila,Spanish
MASTER of Badia a Isola,(active c. 1290-1320),Medieval,painter,https://www.wga.hu/html/m/master/badia/index.html,Siena,Italian
MASTER of Balaam,(active 1440s),Northern Renaissance,painter,https://www.wga.hu/html/m/master/balaam/index.html,Germany,German
MASTER of Bellaert,(active 1483-1487),Northern Renaissance,graphic,https://www.wga.hu/html/m/master/bellaert/index.html,Haarlem,Netherlandish
MASTER of Bigallo,(active 1225-1255),Medieval,painter,https://www.wga.hu/html/m/master/bigallo/index.html,Florence,Italian
MASTER of Budapest,(active c. 1500),Early Renaissance,painter,https://www.wga.hu/html/m/master/budapest/index.html,Castile,Spanish
MASTER of Cabestany,(active 1130-1180),Medieval,sculptor,https://www.wga.hu/html/m/master/cabestan/index.html,Italy,Italian
MASTER of Città di Castello,(active 1305-1320),Medieval,painter,https://www.wga.hu/html/m/master/citta/index.html,Siena,Italian
MASTER of Eggenburg,(active 1475-1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/eggenbur/index.html,LowerAustria,Austrian
MASTER of Elsloo,(active 1510-1530),Northern Renaissance,sculptor,https://www.wga.hu/html/m/master/elsloo/index.html,Limburg,Netherlandish
MASTER of Female Half-lengths,(active 1530-1540),Mannerism,painter,https://www.wga.hu/html/m/master/female/index.html,Antwerp,Flemish
MASTER of Flora,(active 1555-1570),Mannerism,painter,https://www.wga.hu/html/m/master/flora/index.html,Fontainebleau,French
MASTER of Flémalle,(c. 1375-1444),Northern Renaissance,painter,https://www.wga.hu/html/m/master/flemalle/index.html,Tournai,Flemish
MASTER of Frankfurt,(1460-1533),Northern Renaissance,painter,https://www.wga.hu/html/m/master/frankfur/index.html,Antwerp,Flemish
MASTER of Heiligenkreuz,(active early 1400s),Northern Renaissance,painter,https://www.wga.hu/html/m/master/heiligen/index.html,Austria,Austrian
MASTER of Hohenfurth,(active 1350-70),Medieval,painter,https://www.wga.hu/html/m/master/hohenfur/index.html,Prague,Bohemian
MASTER of Hoogstraeten,(active c. 1490-1530),Northern Renaissance,painter,https://www.wga.hu/html/m/master/hoogstra/index.html,Flanders,Flemish
MASTER of Magdalen,(active c. 1265-1290),Medieval,painter,https://www.wga.hu/html/m/master/magdalen/index.html,Florence,Italian
MASTER of Marradi,(active 1490s),Early Renaissance,painter,https://www.wga.hu/html/m/master/marradi/index.html,Tuscany,Italian
MASTER of Mary of Burgundy,(active 1469-1483),Northern Renaissance,illuminator,https://www.wga.hu/html/m/master/mary/index.html,Ghent,Flemish
MASTER of Monte Oliveto,(active 1305-1335),Medieval,painter,https://www.wga.hu/html/m/master/monte/index.html,Siena,Italian
MASTER of Moulins,(active 1480-1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/moulins/index.html,France,French
MASTER of Pratovecchio,(active 1435-1455),Early Renaissance,painter,https://www.wga.hu/html/m/master/pratovec/index.html,Florence,Italian
MASTER of Saint Cecilia,(active 1300-1320),Medieval,painter,https://www.wga.hu/html/m/master/cecilia/index.html,Florence,Italian
MASTER of Saint Nicholas,(active 1465-1500),Early Renaissance,painter,https://www.wga.hu/html/m/master/stnicola/index.html,Burgos,Spanish
MASTER of Saint Veronica,(active 1400-1420),Early Renaissance,painter,https://www.wga.hu/html/m/master/veronica/index.html,Cologne,German
MASTER of San Francesco Bardi,(active 1240-1270),Medieval,painter,https://www.wga.hu/html/m/master/san_fran/index.html,Florence,Italian
MASTER of San Lucchese,(active 1340-1370),Medieval,painter,https://www.wga.hu/html/m/master/san_lucc/index.html,Italy,Italian
MASTER of San Miniato,(active 1460-1480),Early Renaissance,painter,https://www.wga.hu/html/m/master/san_mini/index.html,Florence,Italian
MASTER of San Trovaso,(active c. 1470),Early Renaissance,sculptor,https://www.wga.hu/html/m/master/trovaso/index.html,Venice,Italian
MASTER of St Francis,(active c. 1260-1280),Medieval,painter,https://www.wga.hu/html/m/master/francis/index.html,Umbria,Italian
MASTER of St. Gilles,(active around 1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/stgilles/index.html,France,French
MASTER of the Acquavella Still-Life,(active 1610-1620),Baroque,painter,https://www.wga.hu/html/m/master/acquavel/index.html,Rome,Italian
MASTER of the Acts of Mercy,(active 1460s),Northern Renaissance,painter,https://www.wga.hu/html/m/master/acts/index.html,Salzburg,Austrian
MASTER of the Aix Annunciation,(active 1440s),Northern Renaissance,painter,https://www.wga.hu/html/m/master/aix_annu/index.html,France,French
MASTER of the Aix-la-Chapelle Altarpiece,(active 1480-1520),Northern Renaissance,painter,https://www.wga.hu/html/m/master/aix/index.html,Germany,German
MASTER of the Albertini,(active 1310s),Medieval,painter,https://www.wga.hu/html/m/master/albertin/index.html,Siena,Italian
MASTER of the Annunciation to the Shepherds,(active 1630-1650),Baroque,painter,https://www.wga.hu/html/m/master/annuncia/index.html,Naples,Italian
MASTER of the Antwerp Adoration,(active 1500-1520),Northern Renaissance,painter,https://www.wga.hu/html/m/master/antwerp/index.html,Antwerp,Flemish
MASTER of the Avignon School,(mid-15th cent.),Northern Renaissance,painter,https://www.wga.hu/html/m/master/avignon/index.html,Avignon,French
MASTER of the Bambino Vispo,(active 1420s),Early Renaissance,painter,https://www.wga.hu/html/m/master/bambino/index.html,Florence,Italian
MASTER of the Berswordt Altarpiece,(active 1390s),Medieval,painter,https://www.wga.hu/html/m/master/bersword/index.html,Westphalia,German
MASTER of the Blue Crucifixes,(active c. 1250),Medieval,painter,https://www.wga.hu/html/m/master/bluecruc/index.html,Umbria,Italian
MASTER of the Blue Jeans,(active 1680-1700),Baroque,painter,https://www.wga.hu/html/m/master/bluejean/index.html,Lombardy,Italian
MASTER of the Borgo Crucifix,(active 1250-1270),Medieval,painter,https://www.wga.hu/html/m/master/borgo/index.html,Italy,Italian
MASTER of the Brunswick Monogram,(active 1525-1550),Mannerism,painter,https://www.wga.hu/html/m/master/brunswic/index.html,Antwerp,Flemish
MASTER of the Burg Weiler Altarpiece,(active c. 1470),Northern Renaissance,painter,https://www.wga.hu/html/m/master/burgweil/index.html,Swabia,German
MASTER of the Cassoni Campana,(active 1500-1525),High Renaissance,painter,https://www.wga.hu/html/m/master/cassoni/index.html,Florence,Italian
MASTER of the Castello Nativity,(active 1445-1475),Early Renaissance,painter,https://www.wga.hu/html/m/master/castello/index.html,Florence,Italian
MASTER of the Castello della Manta,(active 1410s),Early Renaissance,painter,https://www.wga.hu/html/m/master/castell/index.html,Piedmont,Italian
MASTER of the Catholic Kings,(active 1485-1500),Early Renaissance,painter,https://www.wga.hu/html/m/master/catholic/index.html,Castilia,Spanish
MASTER of the Christ Church Coronation,(active 1350-1380),Medieval,painter,https://www.wga.hu/html/m/master/christcc/index.html,Tuscany,Italian
MASTER of the Clarisse Panel,(documented 1274-1281),Medieval,painter,https://www.wga.hu/html/m/master/clarisse/index.html,Siena,Italian
MASTER of the Codex of Saint George,(active 1301-1350),Medieval,illuminator,https://www.wga.hu/html/m/master/codex/index.html,Florence,Italian
MASTER of the Dominican Effigies,(active 1328–1350),Medieval,illuminator,https://www.wga.hu/html/m/master/dominica/index.html,Florence,Italian
MASTER of the Dresden Prayer Book,(active 1465-1515),Northern Renaissance,illuminator,https://www.wga.hu/html/m/master/dresden/index.html,Bruges,Flemish
