ARTIST,BIRTH DATA,PROFESSION,SCHOOL,URL
"CAVALIERI, Giovanni Battista de'","(b. ca. 1525, Trento, d. 1601, Roma)",graphic artist,Italian,https://www.wga.hu/bio/c/cavalier/biograph.html
"CAVALLI, Gian Marco","(b. ca. 1454, Viadana, d. after 1508)",sculptor,Italian,https://www.wga.hu/bio/c/cavalli/biograph.html
"CAVALLINI, Pietro",(active 1273-1308 in Rome),painter,Italian,https://www.wga.hu/bio/c/cavallin/biograph.html
"CAVALLINO, Bernardo","(b. 1616, Napoli, d. ca. 1656, Napoli)",painter,Italian,https://www.wga.hu/bio/c/cavallio/biograph.html
"CAVALORI, Mirabello","(b. 1535, Salincorno, d. 1572, Firenze)",painter,Italian,https://www.wga.hu/bio/c/cavalori/biograph.html
"CAVAROZZI, Bartolomeo","(b. ca. 1590, Viterbo, d. 1625, Roma)",painter,Italian,https://www.wga.hu/bio/c/cavarozz/biograph.html
CAVAZZOLA,"(b. ca. 1486, Verona, d. 1522, Verona)",painter,Italian,https://www.wga.hu/bio/c/cavazzol/biograph.html
"CAVEDONE, Giacomo","(b. 1577, Sassuolo, d. 1660, Bologna)",painter,Italian,https://www.wga.hu/bio/c/cavedone/biograph.html
"CAVELIER, Jules","(b. 1814, Paris, d. 1894, Paris)",sculptor,French,https://www.wga.hu/bio/c/cavelier/biograph.html
"CAVINO, Giovanni da","(b. 1500, Padova, d. 1570, Padova)",sculptor,Italian,https://www.wga.hu/bio/c/cavino/biograph.html
"CAVRIOLI, Francesco","(b. ca. 1600, Serravalle, d. 1670, Venezia)",sculptor,Italian,https://www.wga.hu/bio/c/cavrioli/biograph.html
"CAYLINA, Paolo the Elder","(b. ca. 1425, Brescia, d. after 1486)",painter,Italian,https://www.wga.hu/bio/c/caylina/paolo1/biograph.html
"CAYLINA, Paolo the Younger","(b. ca. 1485, Brescia, d. ca. 1545, Brescia)",painter,Italian,https://www.wga.hu/bio/c/caylina/paolo2/biograph.html
"CAYOT, Claude-Augustin","(b. 1677, Paris, d. 1722, Paris)",sculptor,French,https://www.wga.hu/bio/c/cayot/biograph.html
"CAZES, Pierre-Jacques","(b. 1676, Paris, d. 1754, Paris)",painter,French,https://www.wga.hu/bio/c/cazes/biograph.html
"CAZIN, Jean-Charles","(b. 1841, Samer, d. 1901, Lavandou)",painter,French,https://www.wga.hu/bio/c/cazin/biograph.html
"CECCARELLI, Naddo",(active 1340s),painter,Italian,https://www.wga.hu/bio/c/ceccarel/biograph.html
CECCO BRAVO,"(b. 1601, Firenze, d. 1661, Innsbruck)",painter,Italian,https://www.wga.hu/bio/c/cecco_br/biograph.html
CECCO DEL CARAVAGGIO,(active in the 1610s in Rome),painter,French,https://www.wga.hu/bio/c/cecco/biograph.html
CECCO DI PIETRO,(active 1370-1399 in Pisa),painter,Italian,https://www.wga.hu/bio/c/cecco_p/biograph.html
"CELESTI, Andrea","(b. 1637, Venezia, d. 1712, Venezia)",painter,Italian,https://www.wga.hu/bio/c/celesti/biograph.html
"CELLIER, Jacques","(b. ca. 1550, ?, d. 1620, Reims)",graphic artist,French,https://www.wga.hu/bio/c/cellier/biograph.html
"CELLINI, Benvenuto","(b. 1500, Firenze, d. 1571, Firenze)",goldsmith,Italian,https://www.wga.hu/bio/c/cellini/biograph.html
CENNI di Francesco di Ser Cenni,(active 1369-1415 in Florence),painter,Italian,https://www.wga.hu/bio/c/cenni/biograph.html
"CERESA, Carlo","(b. 1609, San Giovanni Bianco, nr Bergamo, d. 1670, Bergamo)",painter,Italian,https://www.wga.hu/bio/c/ceresa/biograph.html
"CEREZO, Mateo the Younger","(b. ca. 1626, Burgos, d. 1666, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/cerezo/biograph.html
"CERNOTTO, Stefano",(active 1530-1542 in Venice),painter,Italian,https://www.wga.hu/bio/c/cernotto/biograph.html
"CERQUOZZI, Michelangelo","(b. 1602, Roma, d. 1660, Roma)",painter,Italian,https://www.wga.hu/bio/c/cerquozz/biograph.html
"CERRINI, Giovanni Domenico","(b. 1609, Perugia, d. 1681, Roma)",painter,Italian,https://www.wga.hu/bio/c/cerrini/biograph.html
"CERUTI, Giacomo","(b. 1698, Milano, d. 1767, Milano)",painter,Italian,https://www.wga.hu/bio/c/ceruti/biograph.html
"CERVELLI, Federico","(b. ca. 1638, Milano, d. 1700, Venezia)",painter,Italian,https://www.wga.hu/bio/c/cervelli/biograph.html
CESARE da Sesto,"(b. 1477, Sesto Callende, d. 1523, Milano)",painter,Italian,https://www.wga.hu/bio/c/cesare/biograph.html
"CESARI, Giuseppe","(b. 1568, Arpino, d. 1640, Roma)",painter,Italian,https://www.wga.hu/bio/c/cesari/biograph.html
"CEULEN, Peter Wolfgang van",(active 1520s in Rhineland),sculptor,German,https://www.wga.hu/bio/c/ceulen/biograph.html
"CÉZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",painter,French,https://www.wga.hu/bio/c/cezanne/biograph.html
"CHALGRIN, Jean-François-Thérese","(b. 1739, Paris, d. 1811, Paris)",architect,French,https://www.wga.hu/bio/c/chalgrin/biograph.html
"CHAMBERLIN, Mason the Elder","(b. 1727, London, d. 1787, Dorset)",painter,English,https://www.wga.hu/bio/c/chamberl/biograph.html
"CHAMBERS, William","(b. 1723, Göteborg, d. 1796, London)",architect,English,https://www.wga.hu/bio/c/chambers/biograph.html
"CHAMPAIGNE, Jean-Baptiste de","(b. 1631, Bruxelles, d. 1681, Paris)",painter,French,https://www.wga.hu/bio/c/champaig/jeanbapt/biograph.html
"CHAMPAIGNE, Philippe de","(b. 1602, Bruxelles, d. 1674, Paris)",painter,French,https://www.wga.hu/bio/c/champaig/philippe/biograph.html
"CHANDLER, John Westbrooke","(b. 1764, Edinburgh, d. ca. 1804, Edinburgh)",painter,Scottish,https://www.wga.hu/bio/c/chandler/biograph.html
"CHANGENET, Jean",(active 1486-1493 in Provence),painter,French,https://www.wga.hu/bio/c/changene/biograph.html
"CHANTREY, Sir Francis Legatt","(b. 1781, Norton, d. 1841, London)",sculptor,English,https://www.wga.hu/bio/c/chantrey/biograph.html
"CHAPU, Henri","(b. 1833, Le Mée-sur-Seine, d. 1891, Paris)",sculptor,French,https://www.wga.hu/bio/c/chapu/biograph.html
"CHARDIN, Jean-Baptiste-Siméon","(b. 1699, Paris, d. 1779, Paris)",painter,French,https://www.wga.hu/bio/c/chardin/biograph.html
"CHARLES, James","(b. 1851, Warrington, d. 1906, London)",painter,English,https://www.wga.hu/bio/c/charles/biograph.html
"CHARLET, Nicolas-Toussaint","(b. 1792, Paris, d. 1845, Paris)",painter,French,https://www.wga.hu/bio/c/charlet/biograph.html
"CHARONTON, Enguerrand","(b. ca. 1410, Laon, d. ca. 1466, Avignon)",painter,French,https://www.wga.hu/bio/c/charonto/biograph.html
"CHARPENTIER, Alexandre-Louis-Marie","(b. 1856, Paris, d. 1909, Neuilly)",sculptor,French,https://www.wga.hu/bio/c/charpen/biograph.html
"CHARPENTIER, Constance","(b. 1767, Paris, d. 1849, Paris)",painter,French,https://www.wga.hu/bio/c/charpent/biograph.html
"CHARPENTIER, Félix-Maurice","(b. 1858, Bollène, d. 1924, Paris)",sculptor,French,https://www.wga.hu/bio/c/charpenf/biograph.html
"CHARPENTIER, Jean-Baptiste the Elder","(b. 1728, Paris, d. 1806, Paris)",painter,French,https://www.wga.hu/bio/c/charpenj/biograph.html
"CHASE, William Merritt","(b. 1849, Williamsburg, d. 1916, New York)",painter,American,https://www.wga.hu/bio/c/chase/biograph.html
"CHASSÉRIAU, Théodore","(b. 1819, Sainte-Barbe de Samana, 1856, Paris)",painter,French,https://www.wga.hu/bio/c/chasseri/biograph.html
"CHASTILLON, Claude","(b. ca. 1560, Châlons-sur-Marne, d. 1616, Paris)",graphic artist,French,https://www.wga.hu/bio/c/chastill/biograph.html
"CHÂTELET, Claude-Louis","(b. 1753, Paris, d. 1794, Paris)",painter,French,https://www.wga.hu/bio/c/chatelet/biograph.html
"CHATROUSSE, Émile","(b. 1829, Paris, d. 1896, Paris)",sculptor,French,https://www.wga.hu/bio/c/chatrous/biograph.html
"CHAUDET, Antoine-Denis","(b. 1763, Paris, d. 1810, Paris)",sculptor,French,https://www.wga.hu/bio/c/chaudet/biograph.html
"CHAUVEAU, François","(b. 1613, Paris, d. 1676, Paris)",graphic artist,French,https://www.wga.hu/bio/c/chauveau/biograph.html
"CHAUVIN, Pierre-Athanase","(b. 1774, Paris, 1832, Roma)",painter,French,https://www.wga.hu/bio/c/chauvin/biograph.html
"CHEERE, John","(b. 1709, London, d. 1787, London)",sculptor,English,https://www.wga.hu/bio/c/cheere/john/biograph.html
"CHEERE, Sir Henry","(b. 1703, London, d. 1781, London)",sculptor,English,https://www.wga.hu/bio/c/cheere/henry/biograph.html
"CHEMIN, Joseph Victor","(b. 1825, Paris, d. 1901, Paris)",sculptor,French,https://www.wga.hu/bio/c/chemin/biograph.html
"CHÉRET, Jules","(b. 1836, Paris, d. 1932, Nice)",graphic artist,French,https://www.wga.hu/bio/c/cheret/biograph.html
"CHERNETSOV, Grigory Grigorievich","(b. 1802, Luch Kostroma, d. 1865, St. Petersburg)",painter,Russian,https://www.wga.hu/bio/c/chernets/biograph.html
"CHERPITEL, Mathurin","(b. 1736, Paris, d. 1809, Paris)",architect,French,https://www.wga.hu/bio/c/cherpite/biograph.html
"CHIARI, Alessandro",(active 1834-1848),graphic artist,Italian,https://www.wga.hu/bio/c/chiari_a/biograph.html
"CHIARI, Giuseppe Bartolomeo","(b. 1654, Roma, d. 1727, Roma)",painter,Italian,https://www.wga.hu/bio/c/chiari/biograph.html
"CHILONE, Vincenzo","(b. 1758, Venezia, d. 1839, Venezia)",painter,Italian,https://www.wga.hu/bio/c/chilone/biograph.html
"CHINARD, Joseph","(b. 1756, Lyon, d. 1813, Lyon)",sculptor,French,https://www.wga.hu/bio/c/chinard/biograph.html
"CHINI, Galileo","(b. 1873, Firenze, d. 1956, Firenze)",painter,Italian,https://www.wga.hu/bio/c/chini/biograph.html
"CHIPPENDALE, Thomas","(b. 1718, Otley, 1779, London)",cabinet-maker,English,https://www.wga.hu/bio/c/chippend/biograph.html
"CHODOWIECKI, Daniel Nikolaus","(b. 1726, Danzig, d. 1801, Berlin)",painter,Polish,https://www.wga.hu/bio/c/chodowie/biograph.html
"CHRISTIAN, Johann Josef","(b. 1706, Riedlingen, d. 1777, Riedlingen)",sculptor,German,https://www.wga.hu/bio/c/christia/biograph.html
"CHRISTIANSEN, Hans","(b. 1866, Flensburg, d. 1945, Wiesbaden)",painter,German,https://www.wga.hu/bio/c/christin/biograph.html
"CHRISTUS, Petrus","(b. 1410/20, Baarle, d. 1475/76, Brugge)",painter,Flemish,https://www.wga.hu/bio/c/christus/biograph.html
"CHURCH, Frederic Edwin","(b. 1826, Hartford, d. 1900, New York)",painter,American,https://www.wga.hu/bio/c/church/biograph.html
"CHURRIGUERA, Alberto","(b. 1676, Madrid, d. 1750, Orgaz)",architect,Spanish,https://www.wga.hu/bio/c/churrigu/alberto/biograph.html
"CHURRIGUERA, José Benito","(b. 1665, Madrid, d. 1725, Madrid)",architect,Spanish,https://www.wga.hu/bio/c/churrigu/jose/biograph.html
"CIAMPANTI, Michele",(active 1470-1510 in Lucca),painter,Italian,https://www.wga.hu/bio/c/ciampant/biograph.html
"CIAMPELLI, Agostino","(b. 1565, Firenze, d. 1630, Roma)",painter,Italian,https://www.wga.hu/bio/c/ciampell/biograph.html
"CIARDI, Guglielmo","(b. 1842, Venezia, d. 1917, Venezia)",painter,Italian,https://www.wga.hu/bio/c/ciardi/biograph.html
"CIGNANI, Carlo","(b. 1628, Bologna, d. 1719, Forli)",painter,Italian,https://www.wga.hu/bio/c/cignani/biograph.html
"CIGNAROLI, Giambettino","(b. 1706, Verona, d. 1770, Verona)",painter,Italian,https://www.wga.hu/bio/c/cignarol/giambett/biograph.html
"CIGNAROLI, Scipione","(b. 1690, Milano, d. 1753, Torino)",painter,Italian,https://www.wga.hu/bio/c/cignarol/scipione/biograph.html
CIGOLI,"(b. 1559, Villa Castelvecchio di Cigoli, d. 1613, Roma)",painter,Italian,https://www.wga.hu/bio/c/cigoli/biograph.html
CIMA da Conegliano,"(b. ca. 1459, Conegliano, d. 1517/18, Conegliano)",painter,Italian,https://www.wga.hu/bio/c/cima/biograph.html
CIMABUE,"(b. ca. 1240, Firenze, d. ca. 1302, Firenze)",painter,Italian,https://www.wga.hu/bio/c/cimabue/biograph.html
"CIMAROLI, Giovanni Battista","(b. 1687, Salò, d. 1771, Venezia)",painter,Italian,https://www.wga.hu/bio/c/cimaroli/biograph.html
"CIMBAL, Johann Ignaz","(b. 1722, Wagstadt, d. 1795, Wien)",painter,Austrian,https://www.wga.hu/bio/c/cimbal/biograph.html
"CINCINNATO, Romulo","(b. ca. 1502, Firenze, d. 1593, Espana)",painter,Italian,https://www.wga.hu/bio/c/cincinna/biograph.html
"CINGANELLI, Michelangelo","(b. ca. 1558, Settignano, d. 1635, Firenze)",painter,Italian,https://www.wga.hu/bio/c/cinganel/biograph.html
"CIOLI, Valerio","(b. ca. 1529, Settignano, d. 1599, Firenze)",sculptor,Italian,https://www.wga.hu/bio/c/cioli/biograph.html
"CIPPER, Giacomo Francesco","(b. 1664, Feldkirch, d. 1736, Milano)",painter,Austrian,https://www.wga.hu/bio/c/cipper/biograph.html
"CIRCIGNANI, Niccolò","(b. 1517/24, Pomarance, d. 1596, Citta di Pieve)",painter,Italian,https://www.wga.hu/bio/c/circigna/biograph.html
"CISERI, Antonio","(b. 1821, Ronco Scrivia, d. 1933, Firenze)",painter,Italian,https://www.wga.hu/bio/c/ciseri/biograph.html
"CISSARZ, Johann Vincenz","(b. 1873, Danzig, d. 1942, Frankfurt)",graphic artist,German,https://www.wga.hu/bio/c/cissarz/biograph.html
"CITTADINI, Pier Francesco","(b. 1616, Milano, d. 1681, Bologna)",painter,Italian,https://www.wga.hu/bio/c/cittadin/biograph.html
"CIUFFAGNI, Bernardo","(b. 1385, Firenze, d. 1457, Firenze)",sculptor,Italian,https://www.wga.hu/bio/c/ciuffagn/biograph.html
"CIVITALE, Matteo","(b. 1436, Lucca, d. 1501, Lucca)",sculptor,Italian,https://www.wga.hu/bio/c/civitale/biograph.html
"CLAEISSENS, Antoon","(b. ca. 1538, Brugge, d. 1613, Brugge)",painter,Flemish,https://www.wga.hu/bio/c/claeisse/antoon/biograph.html
"CLAEISSENS, Pieter the Younger","(b. ca. 1540, Brugge, d. 1623, Brugge)",painter,Flemish,https://www.wga.hu/bio/c/claeisse/pieter_y/biograph.html
"CLAESZ., Anthony II","(b. ca. 1607, Amsterdam, d. 1649, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/c/claes_a/biograph.html
"CLAESZ., Jan","(b. ca. 1570, Haarlem, d. 1618, Enkhuisen)",painter,Netherlandish,https://www.wga.hu/bio/c/claesz_j/biograph.html
"CLAESZ., Leendert",(active 1580-after 1609 in Amsterdam),goldsmith,Dutch,https://www.wga.hu/bio/c/claesz_l/biograph.html
"CLAESZ., Pieter","(b. ca. 1597, Steinfurt, d. 1661, Haarlem)",painter,Dutch,https://www.wga.hu/bio/c/claesz/biograph.html
"CLAEUW, Jacques de","(b. 1623, Dordrecht, d. 1694, Leiden)",painter,Dutch,https://www.wga.hu/bio/c/claeuw/biograph.html
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",painter,French,https://www.wga.hu/bio/c/claude/biograph.html
"CLAUDEL, Camille","(b. 1864, Fęre-en-Tardenois, d. 1943, Montdevergues)",sculptor,French,https://www.wga.hu/bio/c/claudel/biograph.html
CLAUS DE WERVE,"(b. ca. 1380, Haarlem, d. 1439, Dijon)",sculptor,Netherlandish,https://www.wga.hu/bio/c/claus_de/biograph.html
"CLAUS, Emile","(b. 1849, Sint-Eloois-Vijve, d. 1924, Astene)",painter,Belgian,https://www.wga.hu/bio/c/claus/biograph.html
"CLAUSEN, George","(b. 1852, London, d. 1944, Newbury)",painter,English,https://www.wga.hu/bio/c/clausen/biograph.html
"CLERCK, Hendrik de","(b. ca. 1570, Brussel, d. 1630, Brussel)",painter,Flemish,https://www.wga.hu/bio/c/clerck/biograph.html
"CLÉRISSEAU, Charles Louis","(b. 1721, Paris, 1820, Auteuil)",architect,French,https://www.wga.hu/bio/c/clerisse/biograph.html
"CLÉSINGER, Auguste","(b. 1814, Besançon, d. 1883, Paris)",sculptor,French,https://www.wga.hu/bio/c/clesinge/biograph.html
"CLÈVE, Corneille van","(b. 1646, Paris, d. 1732, Paris)",sculptor,French,https://www.wga.hu/bio/c/cleve_c/biograph.html
"CLEVE, Cornelis van","(b. 1520, Antwerpen, d. after 1570, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/c/cleve/cornelis/biograph.html
"CLEVE, Hendrick van III","(b. ca. 1525, Antwerpen, d. ca. 1592, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/c/cleve_w/hendrik3/biograph.html
"CLEVE, Joos van","(b. ca. 1485, Antwerpen, d. 1540, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/c/cleve/joos/biograph.html
"CLEVE, Marten van I","(b. ca. 1527, Antwerpen, d. ca, 1581, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/c/cleve_w/marten1/biograph.html
"CLEVELEY, John the Elder","(b. ca. 1712, Southwark, d. 1777, Southwark)",painter,English,https://www.wga.hu/bio/c/cleveley/elder/biograph.html
"CLEVELEY, John the Younger","(b. 1747, Deptford, d. 1786, London)",painter,English,https://www.wga.hu/bio/c/cleveley/younger/biograph.html
"CLINT, George","(b. 1770, London, d. 1854, London)",graphic artist,English,https://www.wga.hu/bio/c/clint/biograph.html
CLODION,"(b. 1738, Nancy, d. 1814, Paris)",sculptor,French,https://www.wga.hu/bio/c/clodion/biograph.html
"CLONNEY, James Goodwyn","(b. 1812, Liverpool?, d. 1867, Binghamton, N.Y.)",painter,American,https://www.wga.hu/bio/c/clonney/biograph.html
"CLOSTERMAN, John","(b. 1660, Osnabrück, d. 1711, London)",painter,German,https://www.wga.hu/bio/c/closterm/biograph.html
"CLOUET, François","(b. 1510, Tours, d. 1572, Paris)",painter,French,https://www.wga.hu/bio/c/clouet/francois/biograph.html
"CLOUET, Jean","(b. 1485/90, Bruxelles, d. 1541, Paris)",painter,French,https://www.wga.hu/bio/c/clouet/jean/biograph.html
"CLOVIO, Giulio","(b. 1498, Grizane, d. 1578, Roma)",illuminator,Italian,https://www.wga.hu/bio/c/clovio/biograph.html
"COBERGHER, Wenceslas","(b. ca. 1560, Antwerpen, d. 1634, Brussel)",architect,Flemish,https://www.wga.hu/bio/c/coberghe/biograph.html
"COCHIN, Charles-Nicolas I","(b. 1688, Paris, d. 1754, Paris)",graphic artist,French,https://www.wga.hu/bio/c/cochin/father/biograph.html
"COCHIN, Charles-Nicolas II","(b. 1715, Paris, d. 1790, Paris)",graphic artist,French,https://www.wga.hu/bio/c/cochin/son/biograph.html
"COCK, Hieronymus","(b. ca. 1510, Antwerpen, d. 1570, Antwerpen)",graphic artist,Flemish,https://www.wga.hu/bio/c/cock_h/son/biograph.html
"COCK, Jan Wellens de","(b. ca. 1490, Leiden, d. before 1529, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/c/cock_h/father/biograph.html
"COCK, Paul de","(b. 1724, Brugge, d. 1801, Brugge)",painter,Flemish,https://www.wga.hu/bio/c/cock/biograph.html
"CODAZZI, Viviano","(b. 1604, Bergamo, d. 1670, Roma)",painter,Italian,https://www.wga.hu/bio/c/codazzi/biograph.html
"CODDE, Pieter","(b. 1599, Amsterdam, d. 1678, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/c/codde/biograph.html
"CODINO, Francesco","(b. ca. 1590, Frankfurt(?)- d. ca. 1635, Italy)",painter,Italian,https://www.wga.hu/bio/c/codino/biograph.html
"CODUSSI, Mauro","(b. ca. 1441, Bergamo, d. 1504, Venezia)",architect,Italian,https://www.wga.hu/bio/c/codussi/biograph.html
"COECKE VAN AELST, Pieter","(b. 1502, Aelst, d. 1550, Bruxelles)",painter,Flemish,https://www.wga.hu/bio/c/coecke/biograph.html
"COELEMANS, Jacobus","(b. 1654, Antwerpen, d. 1732, Aix-en-Provence) ",graphic artist,Flemish,https://www.wga.hu/bio/c/coeleman/biograph.html
"COELLO, Claudio","(b. 1642, Madrid, d. 1693, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/coello/biograph.html
"COENE, Jacques",(active 1398-1404),illuminator,Flemish,https://www.wga.hu/bio/c/coene/biograph.html
"COESERMANS, Johannes",(active 1660s in Delft),painter,Dutch,https://www.wga.hu/bio/c/coeserma/biograph.html
"COESSAET, Jan",(active 1563-1587 in Mechelen),painter,Flemish,https://www.wga.hu/bio/c/coessaet/biograph.html
"COIGNET, Jules","(b. 1798, Paris, d. 1860, Paris)",painter,French,https://www.wga.hu/bio/c/coignet/biograph.html
COLA DA CAPRAROLA,(active 1494-1518),architect,Italian,https://www.wga.hu/bio/c/cola_c/biograph.html
COLA DELL'AMATRICE,"(b. ca. 1485, Amatrice, d. ca. 1550, Ascoli Piceno)",architect,Italian,https://www.wga.hu/bio/c/cola/biograph.html
COLA DI PETRUCCIOLI,"(active 1372, Orvieto, d. 1401, Perugia)",painter,Italian,https://www.wga.hu/bio/c/cola_p/biograph.html
"COLE, Thomas","(b. 1801, Bolton-le-Moor, d. 1848, Catskill)",painter,American,https://www.wga.hu/bio/c/cole/biograph.html
"COLENBRANDER, Theodoor Christiaan Adriaan","(b. 1841, Doesburg, d. 1930, Laag-Keppel)",potter,Dutch,https://www.wga.hu/bio/c/colenbra/biograph.html
"COLI, Giovanni","(b. 1636, San Quirico di Lucca, d. 1681, Lucca)",painter,Italian,https://www.wga.hu/bio/c/coli/biograph.html
"COLIJNS, David","(b. ca. 1582, Rotterdam, d. ca. 1666, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/c/colijns/biograph.html
"COLIN, Alexandre-Marie","(b. 1798, Paris, d. 1873, Paris)",painter,French,https://www.wga.hu/bio/c/colin/biograph.html
"COLLANTES, Francisco","(b. 1599, Madrid, d. 1656, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/collante/biograph.html
"CÖLLEN, Henrik","(b. ca. 1500, d. after 1569)",architect,German,https://www.wga.hu/bio/c/collen/biograph.html
"COLLIER, Edwart","(b. ca. 1640, Breda, d. 1710, Leiden)",painter,Dutch,https://www.wga.hu/bio/c/collier/biograph.html
"COLLIN, Rémy",(active 1597-1634),architect,French,https://www.wga.hu/bio/c/collin/biograph.html
"COLLINO, Filippo","(b. 1737, Torino, d. 1801, Torino)",sculptor,Italian,https://www.wga.hu/bio/c/collino/filippo/biograph.html
"COLLINO, Ignazio","(b. 1724, Torino, d. 1793, Torino)",sculptor,Italian,https://www.wga.hu/bio/c/collino/ignazio/biograph.html
"COLLINS, Charles","(b. ca. 1680, Dublin, d. 1744, London)",painter,Irish,https://www.wga.hu/bio/c/collins/biograph.html
