ARTIST,BIRTH DATA,PROFESSION,SCHOOL,URL
"MEYTENS, Martin van, II","(b. 1695, Stockholm, d. 1770, Vienna)",painter,Austrian,https://www.wga.hu/bio/m/mijtens/martin2/biograph.html
"MICHALLON, Achille-Etna","(b. 1796, Paris, d. 1822, Paris)",painter,French,https://www.wga.hu/bio/m/michallo/biograph.html
"MICHAU, Théobald","(b. 1676, Doornik, d. 1765, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/michau/biograph.html
"MICHEL, Georges","(b. 1763, Paris, d. 1843, Paris)",painter,French,https://www.wga.hu/bio/m/michel/biograph.html
MICHELANGELO Buonarroti,"(b. 1475, Caprese, d. 1564, Roma)",sculptor,Italian,https://www.wga.hu/bio/m/michelan/biograph.html
MICHELE DA FIRENZE,(active c. 1404-1443),sculptor,Italian,https://www.wga.hu/bio/m/michele/firenze/biograph.html
MICHELE DA VERONA,"(b. ca. 1470, Sommacampagna, d. ca. 1536, Verona)",painter,Italian,https://www.wga.hu/bio/m/michele/verona/biograph.html
MICHELE DI GIOVANNI DA FIESOLE,"(b. ca. 1418, Fiesole, d. ca. 1458, Fiesole)",sculptor,Italian,https://www.wga.hu/bio/m/michele/giovanni/biograph.html
MICHELE DI MATTEO,(active 1410-1469),painter,Italian,https://www.wga.hu/bio/m/michele/matteo/biograph.html
MICHELE PANNONIO,(active 1415-64 in Ferrara),painter,Hungarian,https://www.wga.hu/bio/m/michele/pannonio/biograph.html
"MICHELI, Parrasio","(b. ca. 1516, Venezia, d. 1578, Venezia)",painter,Italian,https://www.wga.hu/bio/m/micheli/biograph.html
MICHELINO DA BESOZZO,(d. 1450),illuminator,Italian,https://www.wga.hu/bio/m/michelin/biograph.html
MICHELOZZO DI BARTOLOMEO,"(b. 1396, Florence, d. 1472, Florence)",architect,Italian,https://www.wga.hu/bio/m/micheloz/biograph.html
"MICHETTI, Nicola","(b. 1675, Venezia, d. 1758, Roma)",architect,Italian,https://www.wga.hu/bio/m/michetti/biograph.html
"MIEL, Jan","(b. 1599, Beveren-Was, d. 1663, Torino)",painter,Flemish,https://www.wga.hu/bio/m/miel/biograph.html
"MIELICH, Hans","(b. 1516, München, d. 1573, München)",painter,German,https://www.wga.hu/bio/m/mielich/biograph.html
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)",painter,Dutch,https://www.wga.hu/bio/m/mierevel/biograph.html
"MIERIS, Frans van, the Elder","(b. 1635, Leiden, d. 1681, Leiden)",painter,Dutch,https://www.wga.hu/bio/m/mieris/frans/biograph.html
"MIERIS, Frans van, the Younger","(b. 1689, Leiden, d. 1763, Leiden)",painter,Dutch,https://www.wga.hu/bio/m/mieris/frans2/biograph.html
"MIERIS, Jan van","(b. 1660, Leiden, d. 1690, Roma)",painter,Dutch,https://www.wga.hu/bio/m/mieris/jan/biograph.html
"MIERIS, Willem van","(b. 1662, Leiden, d. 1747, Leiden)",painter,Dutch,https://www.wga.hu/bio/m/mieris/willem/biograph.html
"MIGEON, Pierre II","(b. 1701, Paris, d. 1758, Paris)",cabinet-maker,French,https://www.wga.hu/bio/m/migeon/biograph.html
"MIGLIARA, Giovanni","(b. 1785, Alessandria, d. 1837, Milano)",painter,Italian,https://www.wga.hu/bio/m/migliara/biograph.html
"MIGNARD, Nicolas","(b. 1606, Troyes, d. 1668, Paris)",painter,French,https://www.wga.hu/bio/m/mignard/nicolas/biograph.html
"MIGNARD, Pierre","(b. 1612, Troyes, d. 1695, Paris)",painter,French,https://www.wga.hu/bio/m/mignard/pierre/biograph.html
"MIGNON, Abraham","(b. 1640, Frankfurt, d. 1679, Utrecht)",painter,German,https://www.wga.hu/bio/m/mignon/biograph.html
"MIGNOT, Pierre-Philippe","(b. 1715, Paris, d. 1770, Paris)",sculptor,French,https://www.wga.hu/bio/m/mignot/biograph.html
"MIJ, Hieronymus van der","(b. 1687, Leiden, d. 1761, Leiden)",painter,Dutch,https://www.wga.hu/bio/m/mij/biograph.html
"MIJN, George van der","(b. 1726/27, London, d. 1763, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/m/mijn/george/biograph.html
"MIJN, Heroman van der","(b. ca. 1684, Amsterdam, d. 1741, London)",painter,Dutch,https://www.wga.hu/bio/m/mijn/heroman/biograph.html
"MIJTENS, Daniel I","(b. ca. 1590, Delft, d. ca. 1647, Den Haag)",painter,Dutch,https://www.wga.hu/bio/m/mijtens/daniel1/biograph.html
"MIJTENS, Daniel II","(b. 1644, Den Haag, d. 1688, Den Haag)",painter,Dutch,https://www.wga.hu/bio/m/mijtens/daniel2/biograph.html
"MIJTENS, Jan","(b. ca. 1614, The Hague, d. 1670, The Hague)",painter,Dutch,https://www.wga.hu/bio/m/mijtens/jan/biograph.html
"MIJTENS, Martin I","(b. 1648, Den Haag, d. 1736, Stockholm)",painter,Dutch,https://www.wga.hu/bio/m/mijtens/martin1/biograph.html
"MILAN, Pierre",(active 1545-1557 in Paris),graphic artist,French,https://www.wga.hu/bio/m/milan/biograph.html
"MILANI, Aureliano","(b. 1675, Bologna, d. 1749, Roma)",painter,Italian,https://www.wga.hu/bio/m/milani/biograph.html
"MILDERT, Johannes van","(b. 1588, Königsberg, d. 1638, Antwerpen)",sculptor,Flemish,https://www.wga.hu/bio/m/mildert/biograph.html
"MILDORFER, Joseph Ignaz","(b. 1719, Innsbruck, d. 1775, Wien)",painter,Austrian,https://www.wga.hu/bio/m/mildorfe/biograph.html
"MILHOMME, François-Dominique-Aimé","(b. 1758, Valenciennes, d. 1823, Paris)",sculptor,French,https://www.wga.hu/bio/m/milhomme/biograph.html
"MILIČEVIĆ, Kosta","(b. 1877, Vraka near Skadar, d. 1920, Beograd)",painter,Other,https://www.wga.hu/bio/m/milicevi/biograph.html
"MILLAIS, John Everett","(b. 1829, Southampton, d. 1896, London)",painter,English,https://www.wga.hu/bio/m/millais/biograph.html
"MILLER, Sanderson","(b. 1716, Radway, d. 1780, Radway)",architect,English,https://www.wga.hu/bio/m/miller/biograph.html
"MILLET, Aimé","(b. 1819, Paris, d. 1891, Paris)",sculptor,French,https://www.wga.hu/bio/m/millet_a/biograph.html
"MILLET, Francisque","(b. 1642, Antwerpen, d. 1679, Paris)",painter,French,https://www.wga.hu/bio/m/millet_f/biograph.html
"MILLET, Jean-François","(b. 1814, Gruchy, d. 1875, Barbizon)",painter,French,https://www.wga.hu/bio/m/millet/biograph.html
"MINARDI, Tommaso","(b. 1787, Faenza, d. 1871, Roma)",painter,Italian,https://www.wga.hu/bio/m/minardi/biograph.html
"MINDERHOUT, Hendrik van","(b. 1632, Rotterdam, d. 1696, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/minderho/biograph.html
"MINIO, Tiziano","(b. ca. 1511, Padova, d. 1552, Padova)",sculptor,Italian,https://www.wga.hu/bio/m/minio/biograph.html
"MINNE, George","(b. 1866, Gent, d. 1941, Laethem-Saint-Martin)",sculptor,Belgian,https://www.wga.hu/bio/m/minne/biograph.html
MINO DA FIESOLE,"(b. 1429, Poppi, d. 1484, Firenze)",sculptor,Italian,https://www.wga.hu/bio/m/mino/biograph.html
"MIQUE, Richard","(b. 1728, Nancy, d. 1794, Paris)",architect,French,https://www.wga.hu/bio/m/mique/biograph.html
"MIR TRINXET, Joaquím","(b. 1873, Barcelona, d. 1940, Barcelona)",painter,Catalan,https://www.wga.hu/bio/m/mir/biograph.html
"MIROU, Anton","(b. 1578, Antwerpen, d. 1627, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/mirou/biograph.html
"MISERONI, Dionysio","(b. ca. 1607, d. 1661, Praha)",sculptor,Italian,https://www.wga.hu/bio/m/miseroni/dionysio/biograph.html
"MISERONI, Gasparo","(b. ca. 1518, Milano, d. 1573, Milano)",sculptor,Italian,https://www.wga.hu/bio/m/miseroni/gasparo/biograph.html
"MISERONI, Ottavio","(b. 1567, Milano, d. 1624, Praha)",sculptor,Italian,https://www.wga.hu/bio/m/miseroni/ottavio/biograph.html
"MITELLI, Agostino","(b. 1609, Battidizzo, d. 1660, Madrid)",painter,Italian,https://www.wga.hu/bio/m/mitelli/biograph.html
"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",sculptor,Italian,https://www.wga.hu/bio/m/mochi/biograph.html
"MOCHI, Orazio","(b. 1571, Firenze, d. 1625, Firenze)",sculptor,Italian,https://www.wga.hu/bio/m/mochi_o/biograph.html
MODERNO,"(b. 1467, Verona, d. 1528, Verona)",sculptor,Italian,https://www.wga.hu/bio/m/moderno/biograph.html
"MOEYAERT, Claes Cornelisz.","(b. 1591, Durgerdam, d. 1655, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/m/moeyaert/biograph.html
"MOIGNIEZ, Jules","(b. 1835, Senlis, d. 1894, Saint-Martin-du-Tertre)",sculptor,French,https://www.wga.hu/bio/m/moigniez/biograph.html
"MOILLON, Louise","(b. 1610, Paris, d. 1696, Paris)",painter,French,https://www.wga.hu/bio/m/moillon/biograph.html
"MOINE, Antonin-Marie","(b. 1796, Saint-Etienne, d. 1849, Paris)",sculptor,French,https://www.wga.hu/bio/m/moine/biograph.html
"MOITTE, Jean-Guillaume","(b. 1746, Paris, d. 1810, Paris)",sculptor,French,https://www.wga.hu/bio/m/moitte/jean/biograph.html
"MOITTE, Pierre-Etienne","(b. 1722, Paris, 1780, Paris)",graphic artist,French,https://www.wga.hu/bio/m/moitte/pierre/biograph.html
"MOJA, Federico","(b. 1802, Milano, d. 1885, Dolo)",painter,Italian,https://www.wga.hu/bio/m/moja/biograph.html
"MOL, Pieter van","(b. 1599, Antwerpen, d. 1650, Paris)",painter,Flemish,https://www.wga.hu/bio/m/mol/biograph.html
"MOLA, Antonio and Paolo","(known from 1489, died 1532 and 1545)",sculptor,Italian,https://www.wga.hu/bio/m/mola_ap/biograph.html
"MOLA, Pier Francesco","(b. 1612, Coldrerio, d. 1666, Roma)",painter,Italian,https://www.wga.hu/bio/m/mola/biograph.html
"MOLENAER, Bartholomeus","(b. 1618, Haarlem, d. 1650, Haarlem)",painter,Dutch,https://www.wga.hu/bio/m/molenaer/bartholo/biograph.html
"MOLENAER, Jan Miense","(b. ca. 1610, Haarlem, d. 1668, Haarlem)",painter,Dutch,https://www.wga.hu/bio/m/molenaer/jan/biograph.html
"MOLENAER, Klaes","(b. before 1630, Haarlem, d. 1676, Haarlem)",painter,Dutch,https://www.wga.hu/bio/m/molenaer/klaes/biograph.html
"MOLIN, Johann Peter","(b. 1814, Göteborg.d. 1873, Stockholm)",sculptor,Swedish,https://www.wga.hu/bio/m/molin/biograph.html
"MOLINARI, Antonio","(b. 1655, Venezia, d.1704, Venezia)",painter,Italian,https://www.wga.hu/bio/m/molinari/biograph.html
"MOLINERI, Giovanni Antonio","(b. 1577, Savigliano di Cuneo, d. ca. 1645, Savigliano di Cuneo)",painter,Italian,https://www.wga.hu/bio/m/molineri/biograph.html
"MOLITOR, Bernard","(b. 1755, Betzdorf, d. 1810, Paris)",cabinet-maker,French,https://www.wga.hu/bio/m/molitor/biograph.html
"MOLLER, Georg","(b. 1784, Diepholz, d. 1852, Darmstadt)",architect,German,https://www.wga.hu/bio/m/moller/biograph.html
"MOLLI, Clemente","(b. ca. 1599, Bologna, d. 1664, Venezia)",sculptor,Italian,https://www.wga.hu/bio/m/molli/biograph.html
"MOLYN, Pieter de","(b. 1595, London, d. 1661, Haarlem)",painter,Dutch,https://www.wga.hu/bio/m/molyn/biograph.html
"MOMMERS, Hendrick","(b. ca. 1623, Haarlem, d. 1693, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/m/mommers/biograph.html
"MOMPER, Frans de","(b. 1603, Antwerpen, d. 1660, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/momper/frans/biograph.html
"MOMPER, Jan de","(b. ca. 1617, Antwerpen, d. ca. 1688, Roma)",painter,Flemish,https://www.wga.hu/bio/m/momper/jan/biograph.html
"MOMPER, Joos de","(b. 1564, Antwerpen, d. 1634/35, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/momper/josse2/biograph.html
"MOMPER, Philips de, I","(b. 1598, Antwerpen, d. 1634, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/momper/philips/biograph.html
"MONALDI, Paolo",(active 1750-1800 in Rome),painter,Italian,https://www.wga.hu/bio/m/monaldi/biograph.html
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",painter,French,https://www.wga.hu/bio/m/monet/biograph.html
"MONI, Louis de","(b. 1698, Breda, d. 1771, Leiden)",painter,Dutch,https://www.wga.hu/bio/m/moni/biograph.html
"MONNOT, Pierre Etienne","(b. 1657, Orchamps-Vennes, d. 1733, Roma)",sculptor,French,https://www.wga.hu/bio/m/monnot/biograph.html
"MONNOYER, Jean-Baptiste","(b. 1636, Lille, d. 1699, London)",painter,French,https://www.wga.hu/bio/m/monnoyer/biograph.html
"MONSIAU, Nicolas-André","(b. 1754, Paris, d. 1837, Paris)",painter,French,https://www.wga.hu/bio/m/monsiau/biograph.html
"MONT, Deodat van der","(b. 1582, Antwerpen, d. 1644, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/mont/biograph.html
"MONT, Hans","(b. ca. 1540, Gent, d. after 1585)",sculptor,Flemish,https://www.wga.hu/bio/m/mont_h/biograph.html
"MONTAGNA, Bartolomeo","(b. ca. 1450, Orzinuovi, Brescia, d. 1523, Vicenza)",painter,Italian,https://www.wga.hu/bio/m/montagna/biograph.html
"MONTAÑÉS, Juan Martínez","(b. 1568, Alcala la Real, d. 1649, Sevilla)",sculptor,Spanish,https://www.wga.hu/bio/m/montanez/biograph.html
"MONTAUTI, Antonio","(b. ca. 1685, Firenze, d. after 1740, Roma)",sculptor,Italian,https://www.wga.hu/bio/m/montauti/biograph.html
"MONTELUPO, Baccio da","(b. 1469, Montelupo, d. 1535, Lucca)",sculptor,Italian,https://www.wga.hu/bio/m/montelup/baccio/biograph.html
"MONTELUPO, Raffaello da","(b. 1504, Firenze, d. 1566, Orvieto)",sculptor,Italian,https://www.wga.hu/bio/m/montelup/raffaell/biograph.html
"MONTFAUCON, Bernard de","(b. 1655, Soulage, d. 1741, Paris)",graphic artist,French,https://www.wga.hu/bio/m/montfauc/biograph.html
"MONTFORT, Octavianus",(documented 1646-1696 in Turin),painter,Italian,https://www.wga.hu/bio/m/montfort/biograph.html
"MONTI, Francesco","(b. 1646, Brescia, d. 1703, Parma)",painter,Italian,https://www.wga.hu/bio/m/monti/biograph.html
"MONTICELLI, Adolphe","(b. 1824, Marseille, d. 1886, Marseille)",painter,French,https://www.wga.hu/bio/m/monticel/biograph.html
"MONTORFANO, Giovanni Donato da","(b. ca. 1460, Milano, d. ca. 1503, Milano)",painter,Italian,https://www.wga.hu/bio/m/montorfa/biograph.html
"MONTORSOLI, Giovanni Angelo","(b. 1507, Montorsoli, d. 1563, Firenze)",sculptor,Italian,https://www.wga.hu/bio/m/montorso/biograph.html
"MONTOYER, Louis Joseph","(b. 1749, Mariemont, d. 1811, Wien)",architect,Flemish,https://www.wga.hu/bio/m/montoyer/biograph.html
"MONVOISIN, Raymond Auguste Quinsac","(b. 1794, Quinsac, d. 1870, Boulogne-sur-Seine)",painter,French,https://www.wga.hu/bio/m/monvoisi/biograph.html
"MOOR, Carel de II","(b. 1656, Leiden, d. 1738, Warmond)",painter,Dutch,https://www.wga.hu/bio/m/moor/biograph.html
"MOOSBRUGGER, Caspar","(b. 1656, Au im Bregenzerwald, d. 1723, Einsiedeln)",architect,Austrian,https://www.wga.hu/bio/m/moosbrug/biograph.html
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/mor/biograph.html
"MORA, Bernardo de","(b. 1614, Porreras, Mallorca, d. 1684, Granada)",sculptor,Spanish,https://www.wga.hu/bio/m/mora/bernardo/biograph.html
"MORA, José de","(b. 1642, Baza, Granada, d. 1724, Granada)",sculptor,Spanish,https://www.wga.hu/bio/m/mora/jose/biograph.html
"MORA, Juan Gómez de","(b. 1586, Madrid, d. 1648, Madrid)",architect,Spanish,https://www.wga.hu/bio/m/mora_j/biograph.html
"MORALES, Luis de","(b. ca. 1520, Badajoz, d. 1586, Badajoz)",painter,Spanish,https://www.wga.hu/bio/m/morales/biograph.html
"MORANDO, Bernardo","(b. ca. 1540, Padova, d. ca. 1601, Zamosc)",architect,Italian,https://www.wga.hu/bio/m/morando/biograph.html
"MORATTI, Francesco","(d. ca. 1719, Roma)",sculptor,Italian,https://www.wga.hu/bio/m/moratti/biograph.html
MORAZZONE,"(b. 1573, Morazzone, d. 1626, Piedmont)",painter,Italian,https://www.wga.hu/bio/m/morazzon/biograph.html
"MORBELLI, Angelo","(b. 1853, Alessandria, d. 1919, Milano)",painter,Italian,https://www.wga.hu/bio/m/morbelli/biograph.html
"MORE, Jacob","(b. 1740, Edinburgh, d. 1793, Roma)",painter,Scottish,https://www.wga.hu/bio/m/more/biograph.html
"MOREAU, Adrien","(b. 1843, Troyes, d. 1906, Paris)",painter,French,https://www.wga.hu/bio/m/moreau_a/biograph.html
"MOREAU, Gustave","(b. 1826, Paris, d. 1898, Paris)",painter,French,https://www.wga.hu/bio/m/moreau_g/biograph.html
"MOREAU, Hippolyte François","(b. 1832, Dijon, d. 1927, Neuilly-sur-Seine)",sculptor,French,https://www.wga.hu/bio/m/moreau_m/hyppolit/biograph.html
"MOREAU, Jean-Michel","(b. 1741, Paris, d. 1814, Paris)",graphic artist,French,https://www.wga.hu/bio/m/moreau/jean-m/biograph.html
"MOREAU, Louis-Gabriel","(b. 1740, Paris, d. 1806, Paris)",painter,French,https://www.wga.hu/bio/m/moreau/louis-g/biograph.html
"MOREAU, Mathurin","(b. 1822, Dijon, d. 1912, Paris)",sculptor,French,https://www.wga.hu/bio/m/moreau_m/mathurin/biograph.html
"MOREAU, Robert",(active 1532-1540 in Antwerp),sculptor,Flemish,https://www.wga.hu/bio/m/moreau_r/biograph.html
"MOREELSE, Paulus","(b. 1571, Utrecht, d. 1638, Utrecht)",painter,Dutch,https://www.wga.hu/bio/m/moreelse/biograph.html
"MOREL, Jean-Baptiste","(b. 1662, Antwerpen, d. 1732, Bruxelles)",painter,Flemish,https://www.wga.hu/bio/m/morel/biograph.html
"MORELLI, Domenico","(b. 1823, Napoli, d. 1901, Napoli)",painter,Italian,https://www.wga.hu/bio/m/morelli/biograph.html
"MORET, Henry","(b. 1856, Cherbourg, d. 1913, Paris)",painter,French,https://www.wga.hu/bio/m/moret/biograph.html
"MORETTI, Scipione","(b. 1825, Roma, d. 1893, Roma)",sculptor,Italian,https://www.wga.hu/bio/m/moretti/biograph.html
MORETTO da Brescia,"(b. ca. 1498, Brescia, d. 1554, Brescia)",painter,Italian,https://www.wga.hu/bio/m/moretto/biograph.html
"MORIN, Jean","(b. ca. 1590, Paris, d. 1650, Paris)",graphic artist,French,https://www.wga.hu/bio/m/morin/biograph.html
"MORIN, Jean-Louis","(b. 1732 Vincennes, d. 1787, Sèvres)",painter,French,https://www.wga.hu/bio/m/morin_j/biograph.html
"MORISOT, Berthe","(b. 1841, Bourges, d. 1895, Paris)",painter,French,https://www.wga.hu/bio/m/morisot/biograph.html
"MORLAITER, Giovan Maria","(b. 1699, Venezia, d. 1781, Venezia)",sculptor,Italian,https://www.wga.hu/bio/m/morlaite/giovan/biograph.html
"MORLAITER, Michelangelo","(b. 1729, Venezia, d. 1806, Venezia)",painter,Italian,https://www.wga.hu/bio/m/morlaite/michelan/biograph.html
"MORLAND, George","(b. 1763, London, d. 1804, London)",painter,English,https://www.wga.hu/bio/m/morland/biograph.html
"MORO, Giuseppe del","(b. 1718, Firenze, d. 1781, Firenze)",painter,Italian,https://www.wga.hu/bio/m/moro/biograph.html
"MORO, Lorenzo del","(b. 1677, Firenze, d. 1735, Firenze)",painter,Italian,https://www.wga.hu/bio/m/moro1/biograph.html
"MORONE, Domenico","(b. ca. 1442, Verona, d. ca. 1518, Verona)",painter,Italian,https://www.wga.hu/bio/m/morone/domenico/biograph.html
"MORONE, Francesco","(b. ca. 1471, Verona, d. 1529, Verona)",painter,Italian,https://www.wga.hu/bio/m/morone/francesc/biograph.html
"MORONI, Giovanni Battista","(b. 1525, Albino, d. 1578, Bergamo)",painter,Italian,https://www.wga.hu/bio/m/moroni/biograph.html
"MORRICE, James Wilson","(b. 1865, Montréal, d. 1924, Tunis)",painter,Other,https://www.wga.hu/bio/m/morrice/biograph.html
"MORRIS, May","(b. 1862, Bexleyheath, London, d. 1938, Kelmscott)",needlework artist,English,https://www.wga.hu/bio/m/morris_m/biograph.html
"MORRIS, William","(b. 1834, Walthamstow, d. 1896, Hammersmith)",graphic artist,English,https://www.wga.hu/bio/m/morris/biograph.html
"MOSCA, Francesco","(b. ca. 1546, d. 1578, Pisa)",sculptor,Italian,https://www.wga.hu/bio/m/mosca/biograph.html
"MOSER, Koloman","(b. 1868, Wien, d. 1918, Wien)",painter,Austrian,https://www.wga.hu/bio/m/moser_k/biograph.html
"MOSER, Lucas","(b. ca. 1390, Weil der Stadt, d. after 1434)",painter,German,https://www.wga.hu/bio/m/moser/biograph.html
"MOSKOS, Elias","(d. 1687, Zakynthos)",painter,Greek,https://www.wga.hu/bio/m/moskos/biograph.html
"MOSNIER, Jean-Laurent","(b. ca. 1743, Paris, d. 1808, St. Petersburg)",painter,French,https://www.wga.hu/bio/m/mosnier/biograph.html
"MOSTAERT, Gillis","(b. ca. 1529, Hulst, d. 1598, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/m/mostaert/gillis/biograph.html
"MOSTAERT, Jan","(b. ca. 1475, Haarlem, d. 1555/56, Haarlem)",painter,Dutch,https://www.wga.hu/bio/m/mostaert/jan/biograph.html
"MOTTRAM, Charles","(b. 1807, London, d. 1876, London)",graphic artist,English,https://www.wga.hu/bio/m/mottram/biograph.html
"MOUCHERON, Frederick de","(b. 1633, Emden, d. 1686, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/m/mouchero/frederic/biograph.html
"MOUCHERON, Isaac de","(b. 1667, Amsterdam, d. 1744, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/m/mouchero/isaac/biograph.html
"MOYA, Pedro de","(b. 1610, Granada, d. ca. 1666, Granada)",painter,Spanish,https://www.wga.hu/bio/m/moya/biograph.html
"MUCHA, Alphonse","(b. 1860, Ivancice, d. 1939, Praha)",graphic artist,Bohemian,https://www.wga.hu/bio/m/mucha/biograph.html
"MULIER, Pieter the Elder","(b. ca. 1610, Haarlem, d. 1670, Haarlem)",painter,Dutch,https://www.wga.hu/bio/m/mulier/elder/biograph.html
"MULIER, Pieter the Younger","(b. 1637, Haarlem, d. 1701, Milano)",painter,Dutch,https://www.wga.hu/bio/m/mulier/younger/biograph.html
"MULLER, Jan Harmensz.","(b. 1571, Amsterdam, d. 1628, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/m/muller/biograph.html
"MÜLLER, Johann Georg","(b. 1822, Mossnang, d. 1849, Wien)",architect,Swiss,https://www.wga.hu/bio/m/muller_j/biograph.html
"MÜLLER, William James","(b. 1812, Bristol, d. 1845, Bristol)",painter,English,https://www.wga.hu/bio/m/muller_w/biograph.html
"MULREADY, William","(b. 1786, Ennis, d. 1863, London)",painter,Irish,https://www.wga.hu/bio/m/mulready/biograph.html
"MULTSCHER, Hans","(b. ca. 1400, Reichenhofen/Allgau, d. 1467, Ulm)",painter,German,https://www.wga.hu/bio/m/multsche/biograph.html
"MUNARI, Cristoforo","(b. 1667, Reggio Emilia, d. 1720, Pisa)",painter,Italian,https://www.wga.hu/bio/m/munari/biograph.html
"MUNCH, Edvard","(b. 1863, Løten, d. 1944, Oslo)",painter,Norwegian,https://www.wga.hu/bio/m/munch/biograph.html
"MUNKÁCSY, Mihály","(b. 1844, Munkács, d. 1900, Endenich)",painter,Hungarian,https://www.wga.hu/bio/m/munkacsy/biograph.html
"MUNRO, Alexander","(b. 1825, Inverness, d. 1871, Cannes)",sculptor,Scottish,https://www.wga.hu/bio/m/munro/biograph.html
"MUNTHE, Gerhard","(b. 1849, Skanshagen at Elverum, d. 1929, Baerum)",painter,Norwegian,https://www.wga.hu/bio/m/munthe/biograph.html
"MUR, Ramon de",(active 1412-1435 in Tarragona),painter,Catalan,https://www.wga.hu/bio/m/mur/biograph.html
"MURA, Francesco de","(b. 1696, Napoli, d. 1782, Napoli)",painter,Italian,https://www.wga.hu/bio/m/mura/biograph.html
"MURANT, Emanuel","(b. 1622, Amsterdam, d. ca.1700, Leeuwarden)",painter,Dutch,https://www.wga.hu/bio/m/murant/biograph.html
"MURER, Christoph","(b. 1558, Zürich, d. 1614, Winterthur)",glass painter,Swiss,https://www.wga.hu/bio/m/murer/biograph.html
"MURILLO, Bartolomé Esteban","(b. 1617, Sevilla, d. 1682, Sevilla)",painter,Spanish,https://www.wga.hu/bio/m/murillo/biograph.html
"MUSI, Agostino dei","(b. ca. 1490, Venezia, d. ca. 1536, Roma)",graphic artist,Italian,https://www.wga.hu/bio/m/musi/biograph.html
"MUSSCHER, Michiel van","(b. 1645, Rotterdam, d. 1705, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/m/musscher/biograph.html
"MUTTONI, Francesco","(b. 1669, Lacima, d. 1747, Vicenza)",architect,Italian,https://www.wga.hu/bio/m/muttoni/biograph.html
"MUZIANO, Girolamo","(b. 1532, Brescia, d. 1592, Roma)",painter,Italian,https://www.wga.hu/bio/m/muziano/biograph.html
"NACCHERINO, Michelangelo","(b. 1550, Firenze, d. 1622, Napoli)",sculptor,Italian,https://www.wga.hu/bio/n/naccheri/biograph.html
"NAGY BALOGH, János","(b. 1874, Budapest, d. 1919, Budapest)",painter,Hungarian,https://www.wga.hu/bio/n/nagy/biograph.html
"NAIVEU, Matthijs","(b. 1647, Leiden, d. 1726, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/n/naiveu/biograph.html
"NALDINI, Giovan Battista","(b. ca. 1537, Fiesole, d. 1591, Firenze)",painter,Italian,https://www.wga.hu/bio/n/naldini/biograph.html
NANNI DI BANCO,"(b. ca. 1375, Firenze, d. 1421, Firenze)",sculptor,Italian,https://www.wga.hu/bio/n/nanni/banco/biograph.html
NANNI DI BARTOLO,(active 1419-1435),sculptor,Italian,https://www.wga.hu/bio/n/nanni/bartolo/biograph.html
"NANTEUIL, Charles-François","(b. 1792, Paris, d. 1865, Paris)",sculptor,French,https://www.wga.hu/bio/n/nanteuil/biograph.html
"NANTEUIL, Robert","(b. 1623, Reims, d. 1678, Paris)",graphic artist,French,https://www.wga.hu/bio/n/nanteuir/biograph.html
"NAPOLETANO, Filippo","(b. ca. 1589 Napoli, d. 1629, Roma)",painter,Italian,https://www.wga.hu/bio/n/napoleta/biograph.html
NARDO DI CIONE,"(b. ca. 1320, Firenze, d. ca. 1365, Firenze)",painter,Italian,https://www.wga.hu/bio/n/nardo/biograph.html
"NASH, John","(b. 1752, London, d. 1835,  East Cowes, Isle of Wight)",architect,English,https://www.wga.hu/bio/n/nash/biograph.html
"NASINI, Giuseppe Nicola","(b. 1657, Castel del Piano, d. 1736, Siena)",painter,Italian,https://www.wga.hu/bio/n/nasini/biograph.html
"NASMYTH, Alexander","(b. 1758, Edinburgh, d. 1840, Edinburgh)",painter,Scottish,https://www.wga.hu/bio/n/nasmyth/alexande/biograph.html
"NASMYTH, Patrick","(b. 1787, Edinburgh, d. 1831, London)",painter,Scottish,https://www.wga.hu/bio/n/nasmyth/patrick/biograph.html
"NASONI, Nicola","(b. 1691, Siena, d. 1773)",architect,Italian,https://www.wga.hu/bio/n/nasoni/biograph.html
"NATES, Juan de","(b. ca. 1545, Secadura, d. ca. 1613, Valladolid)",architect,Spanish,https://www.wga.hu/bio/n/nates/biograph.html
